,Make,Series,Total_Problems,Category,Mode,Verbatim,Score
661,BMW,X6,10,Features/Controls/Displays (FCD),D,,0.0
662,BMW,X6,10,Features/Controls/Displays (FCD),D,warning notice seems to happen without cause.,-0.34
663,BMW,X6,10,Features/Controls/Displays (FCD),D,,0.0
664,BMW,X6,10,Audio/Communication/Entertainment/Navigation (ACEN),D,notifies me of road hazards that aren't there.  Does not notify me of hazards that are present.,0.0
665,BMW,X6,10,Interior,D,,0.0
666,BMW,X6,10,Interior,D,,0.0
667,BMW,X6,1,Engine/Transmission,M,: use of electric on/off,0.0
668,BMW,X6,1,Heating; Ventilation; and Air Conditioning (HVAC),D,,0.0
669,BMW,X6,2,Seats,D,This is a matter of researching how this should work.,0.0258
670,BMW,X6,2,Heating; Ventilation; and Air Conditioning (HVAC),D,,0.0
671,BMW,X6,2,Audio/Communication/Entertainment/Navigation (ACEN),D,Does not understand my accent; and I speak English very well. I do not want to yell in my vehicle.,0.2894
672,BMW,X6,2,Heating; Ventilation; and Air Conditioning (HVAC),D,: The vehicle takes a longer time to warm up; maybe the winter this time was too brutal.,-0.4939
673,BMW,X6,1,Audio/Communication/Entertainment/Navigation (ACEN),D,If I try to enter a new destination by voice command it never understands what Isay!,0.0
674,BMW,X6,2,Seats,D,Haven't yet been able to figure out how to adjust the height of the rear seat headrests despite reading the manual. : Headrest justment.,0.0
675,BMW,X6,2,Seats,M,: Usually when I use the seat heating feature the heaters are turned off when I turn the car off and need to be restarted when I start the car up again.  I believe this is how they are supposed to work.  Occasionally though the heaters come back on by themselves when the car is restarted. Also usually my display defaults to range but sometimes it comes up in compass.  The fact that these hardware/software features are not consistent is both annoying and alarming.,-0.6486
676,BMW,X6,1,Features/Controls/Displays (FCD),U,Garage door opener not programed,0.0
677,BMW,X6,3,Seats,D,: memory seats didn't adjust automatically; I had to push the memory button a few times to adjust the seat.,0.0
678,BMW,X6,3,Heating; Ventilation; and Air Conditioning (HVAC),D,: due to inexperience; I'm still learning how to control or maintain the desired temperature in the vehicle. I always have to manipulate the controls multiple times a day to get the desired temperature.,0.4939
679,BMW,X6,3,Heating; Ventilation; and Air Conditioning (HVAC),D,driver center vent doesn't adjust close enough towards me.,0.0
680,BMW,X6,1,Seats,D,Compared to other vehicles I've owned; the X6 seats don't get that warm.,-0.1695
681,BMW,X6,6,Exterior,M,: rain and other water residue on bottom of doors,0.0
682,BMW,X6,6,Audio/Communication/Entertainment/Navigation (ACEN),D,,0.0
683,BMW,X6,6,Audio/Communication/Entertainment/Navigation (ACEN),D,,0.0
684,BMW,X6,6,Heating; Ventilation; and Air Conditioning (HVAC),D,,0.0
685,BMW,X6,6,Interior,D,,0.0
686,BMW,X6,6,Interior,M,,0.0
687,BMW,X6,1,Exterior,D,I SCUFF MY PANT LEGS GETTING OUT OF THE VEHICLE.  REALLTY DON'T KNOW WHY BMW EVER INSTALLED THEM.  MAKES NO SENSE AT ALL!  PLEASE RID OF THEM IN FUTURE PRODUCTION.,0.1007
688,BMW,X6,2,Interior,M,there is a rattle on the left door where the lighting system and sound system are located.  i will have fixed on my first service call,0.0
689,BMW,X6,2,Interior,M,this is a defect that i will deal with on my first service call,-0.34
690,BMW,X6,1,Heating; Ventilation; and Air Conditioning (HVAC),D,Its just loud; even when its on lowest fan mode !,-0.1511
691,BMW,X6,1,Audio/Communication/Entertainment/Navigation (ACEN),D,bluetooth does not comminicate well with media,-0.2057
692,BMW,X5,1,Heating; Ventilation; and Air Conditioning (HVAC),U,The A/C was leaking onto the driver's floor mat. : The A/C was leaking onto the driver's floor mat.,0.0
693,BMW,X5,1,Heating; Ventilation; and Air Conditioning (HVAC),D,When the vehicle first starts; once the ventilation system starts; there is a rattle that comes from behind the middle air vents in the front seat.  The rattle starts after about a minute or so of the vehicle starting.  The rattle lasts for under 10 seconds and never comes back.  The rattle only occurs when the vehicle has been sitting for a while.  If the vehicle has just been driven or doesn't sit for more than an hour or so; the rattle doesn't occur when the vehicle starts.  The dealership states that it is probably some part of the internal  ventilation system that is opening up and potentially getting caught or dragging on something.  However; the only fix/way to make a diagnosis would be to take the ENTIRE dashboard apart so they could investigate further; which I declined because the noise seems not as big of a deal as tearing the whole dashboard apart and any resulting problems from that.,-0.4019
694,BMW,X5,2,Features/Controls/Displays (FCD),M,Driver Restraint System Malfunction.   Continue to wear safety belt.   Consult Nearest Service Center.,0.4215
695,BMW,X5,2,Audio/Communication/Entertainment/Navigation (ACEN),D,I ask to search for a song title; on the Ipod; and it asks if i want to change the climate; or the clock. It repeats back something I didn't say. I re pronounce the words clearly; louuder; and it sometimes works and sometimes asks if i want to do something else. Then most times; it works!????!!!!,0.7527
696,BMW,X5,1,Features/Controls/Displays (FCD),D,Looks likely there are no option for wipers to control. only 2 option slow or fast.,-0.296
697,BMW,X5,1,Features/Controls/Displays (FCD),D,indicator should be larger,0.0
698,BMW,X5,2,Audio/Communication/Entertainment/Navigation (ACEN),D,: Traffic information  in the navigation system are often not accurate,0.0
699,BMW,X5,2,Seats,D,: Heated seats get a little too hot even at lowest setting,-0.3818
700,BMW,X5,1,Audio/Communication/Entertainment/Navigation (ACEN),D,Does not recognize addresses via voice command all of the time. Will find addresses in other states even though you indicate otherwise. Points of interest without an address is hit or miss and not clear if it actually providing the guidance when it does recognize points of interest. It should say guidance started when using poi but does not. This is the biggest problem with this car.,-0.3489
701,BMW,X5,1,Seats,M,Fan from seat cooler made an unusual noise as if the fan was loose when I first received car. After leaning back to put my wallet in my back pocket the noise went away. Not sure that the seat cooler is working but haven't had time to get it checked.,0.3182
702,BMW,X5,2,Interior,D,I can't keep them clean.   Could be the color; not a defect.,-0.0572
703,BMW,X5,2,Interior,D,My carpet and door panels are very light beige.  They show little pieces of dirt.  I cannot keep them clean.  I should probably have gotten dark carpeting in the car.,-0.5258
704,BMW,X5,2,Features/Controls/Displays (FCD),M,: A warning light came on saying the vehicle was out of level or something and when I brought it to a dealership; they said the computer had some information programmed incorrectly.  The problem was resolved. I'm not sure if it will happen again.,-0.6555
705,BMW,X5,2,Audio/Communication/Entertainment/Navigation (ACEN),D,,0.0
706,BMW,X5,1,Interior,D,I bought a hard/washable mat for the trunk space from the dealer-cost $200. I think this mat should have come standard with the vehicle. Hard/washable front and second row mats should come standard as well.,0.2732
707,BMW,X5,3,Exterior,M,,0.0
708,BMW,X5,3,Exterior,D,,0.0
709,BMW,X5,3,Audio/Communication/Entertainment/Navigation (ACEN),D,,0.0
710,BMW,X5,1,Heating; Ventilation; and Air Conditioning (HVAC),D,Whenever I turn the engine on; the AC does not get cold fast enough. Have to wait for it to get cold,0.0
711,BMW,X5,3,Audio/Communication/Entertainment/Navigation (ACEN),D,If I tell it to call a certain number; it will come up with a number of wrong numbers or answers; probably doesn't know me yet.,-0.1027
712,BMW,X5,3,Audio/Communication/Entertainment/Navigation (ACEN),D,For some unknown reason I had to reconnect my I-phone up again.  It just came unconnected.,0.0
713,BMW,X5,3,Seats,D,Manual does not quite tell you how to operate; had to go the dealer for instructions and fixed it  right away,0.0
714,BMW,X5,5,Audio/Communication/Entertainment/Navigation (ACEN),D,: Bluetooth and USB integration consistently malfunctions and freezes.,-0.0258
715,BMW,X5,5,Audio/Communication/Entertainment/Navigation (ACEN),D,I'm southern; and although I wouldn't go so far as to say I have a southern drawl ; the navigation system never recognizes my voice and consistently misinterprets what I say. In addition the Navigation system is highly confusing and difficult to use. When it does work it's wonderful; the Head Up display provides visual cues as to where to go; but getting it to work is often not worth the hassle. It's nearly impossible to use while the vehicle is moving; even using the voice controls and pretty much impossible to effect a manual input into the system as the wheel/dial device used for input is cumbersome and inaccurate.   It's often times much easier just to use Siri on my iPhone and allow it to guide me  than to use the in-car system. I almost never use the in car navigation system because the built in voice recognition sucks so badly.,-0.1316
716,BMW,X5,5,Audio/Communication/Entertainment/Navigation (ACEN),D,When connected using bluetooth the volume for music/phone calls is significantly lower than when connected via USB. Also; when connected via bluetooth the system will frequently not recognize commands. For instance; if you select a particular song from your iPhone; the system will freeze up and default back to the first song in your song list; even if you were selecting a song from a playlist. So for instance if you wanted to play a song by Lil Wayne and you select that song using either the Head Up display or the dial; it will default to the first alphabetized song in your iphone that starts with the letter 'A'. This happens CONSTANTLY is it is super annoying for a car that costs so much. : Bluetooth and USB integration consistently malfunctions and freezes.,0.3612
717,BMW,X5,5,Audio/Communication/Entertainment/Navigation (ACEN),D,,0.0
718,BMW,X5,5,Audio/Communication/Entertainment/Navigation (ACEN),D,Again; the system is visually stunning; but functionally deficient. It's not inaccurate because it can't find it; it's inaccurate because you can't input the data in a reasonble amount of time and it takes too long to find the actual street.,0.2023
719,BMW,X5,1,Features/Controls/Displays (FCD),M,Key fob does not consistently work to open doors.  We have to use the unlock button on fob to open doors; however we have not brought this to BMW's attention.,0.0
720,BMW,X5,1,Seats,U,: Passenger side seatbelt warning came on without any passenger or item in the seat. Ultimately the dealer had to order/replace the seat cushion which contains the sensor.,-0.34
721,BMW,X5,1,Exterior,M,Not very good quality of paint when I picked it up on 27JAN15 and paint is chipping on front of vehicle. I hand wash my vehicle weekly ; therefore I notice imperfections. Just noticed these chips on Saturday so I have not contacted the dealer yet.,0.7501
722,BMW,X5,6,Audio/Communication/Entertainment/Navigation (ACEN),D,Thus USB port in the center armrest is at the bottom of the compartment where other items block it's location. It should be placed higher up at the top of the compartment.,-0.2732
723,BMW,X5,6,Seats,D,When turning on the seat cooling; you barely feel anything.,0.0
724,BMW,X5,6,Seats,M,The leather has creases and/or 'bubbles' where is should look tight and well-formed in a couple of places on both the driver and passenger seats.,0.0
725,BMW,X5,6,Heating; Ventilation; and Air Conditioning (HVAC),D,When I want to turn on the heat; there is no single button to do so. I have to turn the temperature to maximum to get the heat to come on immediately. There should be a simple button to turn on heat when you want it right away. Setting a temperature and waiting for heat to come on is not convenient.,-0.1531
726,BMW,X5,6,Interior,D,The carpets to the immediate left to seat and immediately behind the brake pedal soil easily. You tend to put your feet at these areas when getting in and out of the car. I bought the rubber floor mats and they do not extend high enough to cover the carpet behind the brake pedal to protect the carpet. Another 4 inches higher would have been perfect.,0.801
727,BMW,X5,6,Interior,M,When turning on the A/C; I smell a musty unpleasant smell. Friends have told me their new cars also experience this smell. Not sure if it is oils put on the air filters or what but it does smell unpleasant.,-0.5423
728,BMW,X5,4,Audio/Communication/Entertainment/Navigation (ACEN),D,,0.0
729,BMW,X5,4,Seats,D,The height is not adjustable; so the seat belt doesn't cross my chest in the correct place .,0.0
730,BMW,X5,4,Heating; Ventilation; and Air Conditioning (HVAC),D,,0.0
731,BMW,X5,4,Heating; Ventilation; and Air Conditioning (HVAC),D,,0.0
732,BMW,X5,1,Driving Experience,D,i am not sure that is a problem. the brake system is ok. just when i hang D and stepped on the brake__�that a little noise���,-0.3532
733,BMW,X5,1,Seats,D,The seat ventilation does not noticeably cool on highest setting. I can hear the fans; but I cannot feel the ventilation.,-0.1232
734,BMW,X5,6,Exterior,M,The front driver side door was misaligned at delivery; resulting in us having to return the vehicle a couple days after delivery so that it could be prepared. The dealership believes it may have happened during shipping from the factory.,0.2263
735,BMW,X5,6,Exterior,M,When the panoramic sunroof is fully opened; the wind causes an annoying vibrating sound within the vehicle that can only be resolved by cracking a door window.,-0.25
736,BMW,X5,6,Features/Controls/Displays (FCD),D,You have to lean forward to reach to the front passenger side window control.,0.0258
737,BMW,X5,6,Features/Controls/Displays (FCD),D,The use of outside lock/unlock function is not intuitive and doesn't seem to want to unlock all doors at once.,-0.0572
738,BMW,X5,6,Features/Controls/Displays (FCD),D,The vehicle ignition occasionally turns off when fully stopped before pressing the ignition off; then when exiting the vehicle it's possible to forget that you never actually turned the ignition off because the engine is not running. On a couple occasions this has resulted in coming back to the vehicle later to find the engine running idle.,-0.4754
739,BMW,X5,6,Interior,M,The panel that surrounds the gear shifter was misaligned; causing one corner of it to be raised up as if it wasn't properly clicked into place. Vehicle was returned to the dealer so that they could properly align the piece.,0.0
740,BMW,X5,1,Features/Controls/Displays (FCD),M,It took 3 trips to BMW dealer to finally replace the sensors,0.0
741,BMW,X5,6,Features/Controls/Displays (FCD),D,,0.0
742,BMW,X5,6,Features/Controls/Displays (FCD),D,,0.0
743,BMW,X5,6,Features/Controls/Displays (FCD),D,,0.0
744,BMW,X5,6,Features/Controls/Displays (FCD),D,,0.0
745,BMW,X5,6,Features/Controls/Displays (FCD),D,,0.0
746,BMW,X5,6,Audio/Communication/Entertainment/Navigation (ACEN),D,,0.0
747,BMW,X5,1,Engine/Transmission,M,It is a whirring sound from the spinning of the gears,0.0
748,BMW,X5,1,Interior,D,In daylight fine; after dark with traffic can't see to use; perhaps partly due to bifocals,0.2023
749,BMW,X5,1,Interior,U,noise/popping sound left side sunroof.  It only happens when it's wet and is intermittent.,0.0
750,BMW,X5,1,Features/Controls/Displays (FCD),M,Locks appear to have electrical issues - when car is first started each day; licks will repeatedly lock & unlock; or try unsuccessfully to lock; or try unsuccessfully to unlock.,-0.6597
751,BMW,X5,2,Audio/Communication/Entertainment/Navigation (ACEN),D,The architecture of the navigation control system is not intuitive.  Furthermore; it is very difficult to input new addresses because it will reject any address that is not input in exactly the format that the system is looking for it to be in.  This limitation is not present in Garmin or Apple Mapping and Navigation systems.,-0.7713
752,BMW,X5,2,Audio/Communication/Entertainment/Navigation (ACEN),D,It is not unusual for it to map a route that is not optimum; not consistent with driver-inputted preferences; and in some cases; makes not sense.,0.0
753,BMW,X5,1,Interior,M,,0.0
754,BMW,X5,1,Audio/Communication/Entertainment/Navigation (ACEN),D,Works like all other built-in navigation systems that I've had on vehicles .  Is not reliable off the interstate system in rural areas nor in cities with complex street layouts .  If I'm in an unfamiliar area; I always try to find paper maps or use Google maps when there's cell phone service...,0.3612
755,BMW,X5,1,Heating; Ventilation; and Air Conditioning (HVAC),D,On the auto setting the ac does not blow at maximum and then cycle down as it gets closer to the desired temp. Have to manually hit the max ac button and then turn off after several minutes to reach desired temp.,0.5106
756,BMW,X5,3,Audio/Communication/Entertainment/Navigation (ACEN),D,Poor instruction on how to connect with an ipod. The BMW accessory cable did not work. I finally found out through forums that you needed to use the ipod factory cable.,-0.4767
757,BMW,X5,3,Audio/Communication/Entertainment/Navigation (ACEN),D,Gets names wrong. Also does not let you specify a specific number from the start. For example Diane; mobile. It finds Diane and then says there are 3 numbers; select the number on line 1; 2 or 3 etc..,-0.3612
758,BMW,X5,3,Seats,D,With the seat raised up and wearing a heavy coat; the female portion is a litte to low and hard to reach,-0.34
759,BMW,X5,3,Features/Controls/Displays (FCD),M,actually the problem isn't with the clock. It's with teh dual monitor. I wanted to have certain widgets appear from BMW online in the dual monitor and it would only display the clock.,-0.1531
760,BMW,X5,3,Features/Controls/Displays (FCD),M,The heads-up display did not come on 2 within the first 60 days even though it was selected properly.,0.0
761,BMW,X5,3,Audio/Communication/Entertainment/Navigation (ACEN),D,,0.0
762,BMW,X5,2,Features/Controls/Displays (FCD),D,,0.0
763,BMW,X5,2,Interior,M,,0.0
764,BMW,X5,1,Seats,U,front seats are not comfortable as have been in earlier models.seat bottoms need to be somewhat wider and seat side bolsters are too firm which contributes to problem.,-0.6599
765,BMW,X5,2,Audio/Communication/Entertainment/Navigation (ACEN),D,Assuming that we are Asian-American; so our accents are not perfect. We just do not use the voice command.,-0.4585
766,BMW,X5,2,Audio/Communication/Entertainment/Navigation (ACEN),D,When the address indicate liked Route 76; the navigation doesn't have the option to put on. We had to go back and google by our phone to get the exactly area code for the address to make it work.,0.4215
767,BMW,X5,2,Exterior,M,first experienced these problems when the temperature was very cold outside and it was snowing.  no problems with warm temperatures.,-0.6908
768,BMW,X5,2,Exterior,M,it was very cold and snowy outside that made opening the door very difficult.,-0.4201
769,BMW,X5,1,Exterior,D,useless.  Vehicle does not need running boards!,-0.4753
770,BMW,X5,1,Interior,M,: Windshield had orange peel appearance and had to be replaced,0.0
771,BMW,X5,1,Exterior,M,Metal has been discolored with spots due to snow/water/ mag chloride. Will be checking with dealer this month to see why or how to remove/clean,0.0
772,BMW,X5,7,Audio/Communication/Entertainment/Navigation (ACEN),D,When I try to use voice command to enter an address into the GPS it doesn't recognize what I say and tries to send us to Mexico instead of Jacksonville; FL. I am a radiologist who uses speech recognition software. I know what the Dragon engine is capable of and your system is 10 years behind the times. We don't use the voice command system because it is so bad and even though we love the car; we decided against purchasing a second BMW because of how bad the iDrive/voice command system it. You need touch screen controls like our old 2008 Acura TL. Surprisingly; it was a superior system. We'll go back to BMW if you fix iDrive and the incredibly bad voice recognition system. Also; I should be able to say 'Directions. Closest Ruth's Chris Steakhouse' and it should get me there. My phone can do that; why not my $74;000 car? Instead; I can't even say 'Directions. 131 Maple Street Jacksonville; Florida' and actually get directions. It tries to send us to Mexico or some other incorrect address,-0.1214
773,BMW,X5,7,Audio/Communication/Entertainment/Navigation (ACEN),D,Sometimes the phone isn't recognized by the car; so we have to shut the phones down and restart them. After doing so; the car usually recognizes them. Inconvenient.,-0.34
774,BMW,X5,7,Audio/Communication/Entertainment/Navigation (ACEN),D,The car does not understand our voice commands. It is extremely difficult to use. We basically just gave up and use our iPhone google maps app to directions because it is so difficult and inconvenient to try to get the GPS to recognize our voices and destination addresses.  I have a 2008 Acura TL-S and it has a vastly superior touch screen navigation system. That's absurd. I had heard that iDrive was a problem; but I chose to ignore the critics and try it for myself. It's below average and that's being polite. I should be able to say 'Directions to Disney's Grand Floridian; Bay Lake Florida' and it should take me there. Instead; I have to google an address with my phone. Then; when I try to speak in the address with voice commands the BMW won't understand what I'm saying. Then; I try to manually enter the address with that stupid spinning dial thing  and it becomes a laborious process. It's a HORRIBLE nav sys and interface.,-0.9495
775,BMW,X5,7,Seats,D,The ventilated seats are almost a worthless option. They do not cool well. You almost can't feel anything at all. Don't think I'd buy this option again unless you make them more powerful/useful.,-0.6579
776,BMW,X5,7,Seats,M,When driver 1 and driver 2 enter the locked car; the car frequently fails to switch the memory seat to the driver's preferred setting. For example. Driver 1 parks the car. Turns off the engine. Locks the door. Later; Driver 2 uses comfort access to unlock the driver's door. Enters the car. The driver's seat will often NOT change it's adjustment to driver 2. Likewise; when you go to the settings menu and manually select the profile for driver 2 with the car running; but in park; the seat will NOT move to the correct position. So; after selecting profile 2 you have to manually hold the seat adjustment profile button on the side of the driver's seat to get the seat into the correct position. AND; you have to manually hold that button down until the seat has completely shifted into correct position. If you take your finger off the button before the transition is complete; the seat stops moving. ANNOYING.,-0.7717
777,BMW,X5,7,Seats,D,I have canberra beige Dakota seats. They stain every time I sit on them on denim or other dark fabrics. This is absurd. I have had white and taupe nappa leathers from other manufacturers and NEVER had this problem.  My two month old leather seats look 8 years old; now. I won't ever buy Dakota Canberra Beige again; because the seats are now turning dark blue/black from my blue jeans. Again; my Honda products never had this problem.,-0.7391
778,BMW,X5,7,Interior,U,: There is a rotating hook on the driver's side of the cargo pay. It flips open and closed and is used to hook plastic grocery store bags to keep them upright and prevent cargo from moving around in the cargo area. This hook is located on the vertical wall of the cargo bay.  The first time I used it  it worked fine. However; when I tried to flip it back to a closed position; it would not return to its native position.  I placed my finger in the space to assess what was preventing it from properly closing and I realized that it is catching on a wiring harness.  I tried to push the harness back; but it is too stiff.  This is not something I would take the car to the dealer to repair; because I think they would do more harm than good and probably break something in the process.  After I finally got the hook to flip back in place; we decided to never use this hook feature again. Minor problem with a very easy solution.,0.5208
779,BMW,X5,3,Exterior,M,sounds like something loose when closing door,0.0516
780,BMW,X5,3,Heating; Ventilation; and Air Conditioning (HVAC),D,: excessive noise/whistling when fan is on high speed,0.3182
781,BMW,X5,3,Interior,M,when i shut the door,0.0
782,BMW,X5,5,Audio/Communication/Entertainment/Navigation (ACEN),D,The usb port is inside the center console which is very difficult to use when in the driver's seat.,-0.4201
783,BMW,X5,5,Audio/Communication/Entertainment/Navigation (ACEN),D,,0.0
784,BMW,X5,5,Seats,D,Dust and dirt from the kids shoes end up on the back of the front seats and middle row seats daily. The car must be professionally cleaned in order to fully remove the dirt/dust.,-0.34
785,BMW,X5,5,Heating; Ventilation; and Air Conditioning (HVAC),D,,0.0
786,BMW,X5,5,Heating; Ventilation; and Air Conditioning (HVAC),D,,0.0
787,BMW,X5,1,Exterior,D,So narrow almost impossible to use.,0.0
788,BMW,X5,2,Exterior,M,bumper has a half inch long gash in it at time of delivery,0.0
789,BMW,X5,2,Seats,U,: My drivers seat belt was not installed properly.  it has a twist in it.  it needs to be re-installed,0.0
790,BMW,X5,4,Exterior,M,A small chip on painted door handle; they ordered new one and replaced it,0.0
791,BMW,X5,4,Audio/Communication/Entertainment/Navigation (ACEN),D,When speaking the persons name to search in phone book to dial gets wrong name always annoying not using anymore,-0.7003
792,BMW,X5,4,Seats,D,Napa leather very playable and soft but starting to show creases where mostly used passenger;even little things like buttons on jeans or zippers easily scratch it,0.7125
793,BMW,X5,4,Engine/Transmission,M,Engine light came on;took it in they told me one of the injectors was bad ;replaced it with new one ;and it's been fine up to now,-0.4019
794,BMW,X5,7,Exterior,D,,0.0
795,BMW,X5,7,Exterior,M,,0.0
796,BMW,X5,7,Driving Experience,D,When starting the car early in the morning in the cold weather backing out of my driveway I hear the brakes squeak.,0.0258
797,BMW,X5,7,Audio/Communication/Entertainment/Navigation (ACEN),D,,0.0
798,BMW,X5,7,Audio/Communication/Entertainment/Navigation (ACEN),D,,0.0
799,BMW,X5,7,Seats,D,You have to have the door open when switching to a different memory setting for it to go to that setting automatically.  Otherwise with the door shut you have to hold the button down until it stops.  That's inconvenient.,-0.4588
800,BMW,X5,7,Engine/Transmission,M,,0.0
801,BMW,X3,2,Heating; Ventilation; and Air Conditioning (HVAC),D,It does not feel like the AC gets to the temperature set; .e.g you need to go down to 60 for the flow to increase. May be the flow is getting colder - difficult to say but; definitely not blowing more intesely. It does not feel anything changes.,0.4395
802,BMW,X3,2,Interior,D,Why can't I have a net pocket behind the fron seat which I can fit a bottle of wine in; like in Audi. BMW pockets are useless - nothing fits there.,0.296
803,BMW,X3,2,Audio/Communication/Entertainment/Navigation (ACEN),D,,0.0
804,BMW,X3,2,Audio/Communication/Entertainment/Navigation (ACEN),M,At random times; the navigation screen would go completely black and only display the words 'NO SIGNAL'.,-0.4466
805,BMW,X3,2,Exterior,M,Trunk/hatch/tailgate doesn't open completely everytime. It differs if you open it using the key or manually. It goes 2/3rds of the day and I have to push the remaining.,0.0
806,BMW,X3,2,Features/Controls/Displays (FCD),M,: It is primarily to do with Vehicle status. Whenever we start the vehicle; it shows a warning that tire pressure is too low and we should stop the vehicle. However it builds up pretty fast once we start driving for sometime but the warning sign doesn't go away. Even if the pressure is more than 30 psi; we still get the same warning sign. BMW dealership guy also asked us to ignore it. But when you have such a costly vehicle which is known for its interiors; handling of TPM should be pretty basic. It should not show that TP goes up and down by 8-10 psi everyday,-0.872
807,BMW,X3,1,Interior,M,not too much; but sometimes it's noticeable,0.0
808,BMW,X3,1,Interior,D,The center console cup holders are fine.  Door storage for cup / drink containers lags behind less expensive vehicles.  BMW needs to address ease of use; specific drink containers for the doors ,0.2023
809,BMW,X3,1,Seats,D,: It's a design issue--seatbelt set up in the back seat makes it impossible to put a car seat for a baby in the middle position  and still be able to use the seatbelts for the 2 outside seats.  The car seat covers the seatbelts.  So I had to put my car seat in an outside/window seat.,0.0
810,BMW,X3,1,Audio/Communication/Entertainment/Navigation (ACEN),D,: Sometimes the music player has trouble connecting to the iPhone.,-0.4019
811,BMW,X3,1,Audio/Communication/Entertainment/Navigation (ACEN),D,The aux cable and usb port right above and under each other. It's difficult to plug in the AUX when the USB port is still in.,-0.3612
812,BMW,X3,3,Driving Experience,M,Tire failed for unknown reason - needed replacement,-0.5106
813,BMW,X3,3,Audio/Communication/Entertainment/Navigation (ACEN),D,: I have a new phone with the same sim card- the bluetooth system no longer connects to my phone- I have not been able to find the solution in the system and will have to go back to the dealer for help-,0.4215
814,BMW,X3,3,Heating; Ventilation; and Air Conditioning (HVAC),M,: fan/blower malfunction caused battery to completely drain out,0.0
815,BMW,X3,8,Features/Controls/Displays (FCD),D,Tire pressure monitoring system is so sensitive that we had to take it to dealer to be checked; and inspection showed that pressure was off by only 4/10s of a pound.,-0.5267
816,BMW,X3,8,Features/Controls/Displays (FCD),D,ECO PRO is a mystery.,0.0
817,BMW,X3,8,Features/Controls/Displays (FCD),D,Horn does not sound when pressed in middle of horn.  I have to press around the edges.,0.0
818,BMW,X3,8,Audio/Communication/Entertainment/Navigation (ACEN),D,,0.0
819,BMW,X3,8,Audio/Communication/Entertainment/Navigation (ACEN),D,The whole system is overly complex.  Many times when I want to make a phone call; it says that there are no phone numbers entered; when I know that my whole list of cell phone numbers are in there.  Also; many times it says 'No Bluetooth available.'  Then I have to take my cell phone out of my purse to make the phone call.,-0.4767
820,BMW,X3,8,Seats,D,Height adjustment control does not operate in a vertical mode.  It operates only diagonally.  It feels like you are going to fall out of the seat.  I cannot adjust it into a comfortable position.,0.7003
821,BMW,X3,8,Seats,D,See previous comments.,0.0
822,BMW,X3,8,Seats,D,,0.0
823,BMW,X3,1,Exterior,D,,0.0
824,BMW,X3,3,Exterior,M,A few days after delivery; it was as mild day with higher humidity around 75 degrees.  I ran the AC for the first time for around 30 minutes. The car was parked overnight.  The next day; the car stunk like water and mold; and there was dried water on the rear passenger side floor and center transmission hump.  There was also what looked to be dried water coming out of the rear HVAC vents.  This event occurred only this one time and thus I did not take the car to the dealer.,-0.0258
825,BMW,X3,3,Driving Experience,D,The gas pedal location feels to close to the right side of the console; and the curvature of the console encroaches on leg room and pushes the right leg inward to the left.  The gas pedal seems too far forward causing the right leg to be scrunched up. The driver's seat goes back only so far and does not alleviate this position.,0.0
826,BMW,X3,3,Audio/Communication/Entertainment/Navigation (ACEN),D,: At times and randomly; the iDrive system does not recognize that my iPhone 5s is connected via USB; and rarely it will not connect or recognize via bluetooth. It is a rare problem happening maybe 5 times since delivery.,-0.4019
827,BMW,X3,2,Features/Controls/Displays (FCD),D,I am unclear as to when the surround view cameras should come on. It does not come on when in reverse.,-0.25
828,BMW,X3,2,Heating; Ventilation; and Air Conditioning (HVAC),M,: Drivers side; floor vent was blowing cold air when rest of heating system was blowing warm air. This problem only happened once and has not reoccurred.,-0.2023
829,BMW,X3,1,Exterior,D,Difficult to find the latch to open.,-0.3612
830,BMW,X3,3,Exterior,M,one ding at back of vehicle on driver side,0.0
831,BMW,X3,3,Exterior,M,small dings in paint on front bumper,0.0
832,BMW,X3,3,Features/Controls/Displays (FCD),D,rear view mirror has multiple buttons that are not well defined,-0.2057
833,BMW,X3,1,Exterior,M,: Wind noise around driver's window.,0.0
834,BMW,X3,1,Exterior,M,: Discoloration on some of the exterior window molding.,0.0
835,BMW,X3,5,Exterior,D,Roof rails are solid - without any open space to tie anything to without purchasing a BMW branded accessory.,0.1531
836,BMW,X3,5,Audio/Communication/Entertainment/Navigation (ACEN),D,The Bluetooth connection to a iPhone 5 . The iPhone has to be rebooted for the Bluetooth to reconnect,0.0
837,BMW,X3,5,Interior,M,Door storage areaand rear hatch are made of cheap  plastic that makes noise if you put ANYTHING in them. When items slide in the pockets during normal driving conditions; they make a loud scratching noise.,0.0
838,BMW,X3,5,Interior,M,Door storage areaand rear hatch are made of cheap  plastic that makes noise if you put ANYTHING in them. When items slide in the pockets during normal driving conditions; they make a loud scratching noise.,0.0
839,BMW,X3,5,Interior,M,: Door storage areaand rear hatch are made of cheap  plastic that makes noise if you put ANYTHING in them. When items slide in the pockets during normal driving conditions; they make a loud scratching noise.,0.0
840,BMW,X3,2,Audio/Communication/Entertainment/Navigation (ACEN),D,Voice recognition should not be so difficult,-0.5009
841,BMW,X3,2,Audio/Communication/Entertainment/Navigation (ACEN),D,makes up words,0.0
842,BMW,X3,3,Features/Controls/Displays (FCD),D,Too many steps in driver information display to get to the action you want to accomplish,0.4767
