,Make,Series,Verbatim,Score
418,BMW,3 Series,"Rear fan is weak - not equal to front fan. Setting """"auto"""" does not maintain temp -- too cold or too warm Have to adjust manually ",0.3818
419,BMW,3 Series,"When audio is on, vibration/noise is present",0.0
420,BMW,3 Series,"No room for anything much. Door storage is insufficient space as well. Plus: Where to put the key fob? I guess women have in their purse, but it is too large for pants pocket. Need a slot or hanger for this item!",-0.088
421,BMW,3 Series,Smell seems to be from seats . Seems to be subsiding after 2 months,0.0
422,BMW,3 Series,The car is too noisy on the freeway. it is build with too little sound insulation. and ride quality is pretty bad : Tire noise is way too loud for the car. It feel like a track car or race car,0.1779
423,BMW,3 Series,steering pulls left and right excessively on uneven road condition,0.0
424,BMW,3 Series,The brake dust on the wheel is a lot just driving for a few days,0.0
425,BMW,3 Series,there is no P selector on the gearbox. Hand brake do play an important part when you are parking on a slope. The hand brake is not adjustable and you have pull it up high to make the car stop on a small slope. Dealer said there is no way to adjust the had brake as it is self adjusting,0.6124
426,BMW,3 Series,The tire track is way too big that's why the steering do pulls left and right in uneven surface on the freeway or even at low speed,-0.2263
427,BMW,3 Series,the car steering is way too heavy even in comfort mode. BMW need to make the steering lighter. It is just way too heavy,0.3612
428,BMW,3 Series,rattle coming from the back under hard acceleration,-0.1027
429,BMW,3 Series,It rattle under hard acceleration.,-0.1027
430,BMW,3 Series,There is no P selector on the gear. Stopping on an incline is a challenge as it will only turn to P when the gear is on D or R and turning the ignition off.,-0.3612
431,MINI,Cooper,"Continuation of a problem that has plagued 2-door MINI models for some time. Placement of retracted seat belt  and latch are a bit better on this 2017 model than it was on our 2014 model, but is still a bit difficult. Unfortunately, it's a design issue so there's nothing that dealer can do to correct. MINI does make an attachment for the headrest that is intended to better locate the retracted seat belt; however, it is poorly designed and neither functions very well nor lasts very long before breaking. We've gone through two sets and had to return both for credit.",0.308
432,MINI,Cooper,Probably due to low profile run flat tires & stiff suspension : Road noise,-0.2732
433,MINI,Cooper,Door locking unlocking choice reverts back to separate clicks for driver vs 3 passenger doors. Want them to all unlock with one click,0.0772
434,MINI,Cooper,Seems too technical / too many steps,0.0
435,MINI,Clubman,"It's just difficult to get the seat """"right"""" and if someone else drives the car and changes it, to get to back to where I had it """"just right"""".",-0.3612
436,MINI,Clubman,"It's just difficult to get the control to get the seat """"right"""" and then if someone else drives the car to get it back to where I had it. It's challenging to reach the proper/comfortable lumbar seat position.",-0.2023
437,MINI,Clubman,Several passengers have complained that they have difficulty buckling/getting to the seal belt buckle.,-0.6249
438,MINI,Clubman,It works just fine but because I'm used to having a hand break  it's strange for in the snow and I feel limited in what I can do for control in that situation.,0.2846
439,MINI,Clubman,"When the car comes to a stop, is turned off and then the drivers side door unlocks, all other doors should also unlock. Especially with the key less entry because if your bag is in the trunk and you get out of the car and go to the trunk, it will not unlock until you go back to the drivers side door and manually unlock the doors - very frustrating.",-0.659
440,MINI,Clubman,There isn't a spot to see the turn by turn navigation in addition to the map at the same time.,0.0
441,MINI,Cooper,: THE CAR HAS A NIFTY DESIGN WHICH UNLESS I DON'T UNDERSTAND IT HAS A FLAW. IT IS A CONVERTIBLE AND SINCE THE BONNET IS SO SMALL WITH NOT MUCH OF A VERTICAL OPENING IT IS POSSIBLE TO UNLATCH WHERE THE ROOF CONNECTS TO THE BODY AT THE TOP OF THE BONNET OR TRUNK DOOR. THIS BRILLIANTLY ALLOWS YOU TO LIFT THE SECTION OF ROOF UP WHICH HAS THE BACK WINDOW IN IT TO ALLOW FOR MORE VERTICAL ACCESS TO THE BONNET. WHAT IS NOT SO BRILLIANT IS THERE IS NO WAY TO HOOK THAT TO SOMETHING SO THAT IT STAYS UP WHILE ONE IS TRYING TO INSERT SOMETHING INTO THE BONNET SO YOU HAVE TO HOLD IT UP WITH ONE HAND WHILE TRYING TO INSERT SOMETHING IN THE TRUNK WITH THE OTHER HAND WHICH IS AWKWARD ... SO EXCELLENT IDEA BUT NOT THOUGHT THROUGH ENOUGH.,0.9379
442,MINI,Cooper,This problem seems to occur with most voice commands as I have had the same problems with previous cars. I choose to use 'phone book' instead.,-0.6597
443,MINI,Cooper,"Terrible. Due to driving a Mini, I am now among those idiots who drives down the expressway with my turn signal blinking even though I am not indicating a turn. This is actually a safety hazard that I wish Mini would seriously address. Please just make the turn signal turn on and off more securely without extra features that get in the way of the most basic function. Most other cars in the civilized world do this. The turn signals on the Mini Cooper work just like all the gadgets on a toilet in a Chinese hotel. They are needlessly complex and get in the way of their basic function. If I have to take this to the dealer wouldn't you think there is some kind of problem with the design?",0.6369
444,MINI,Cooper,I set the clock for my location  and the time is incorrect. maybe this has not been programmed to understand daylight savings time. too complicated. Why should anybody have to take their car to the dealer to program the clock???,0.0
445,MINI,Cooper,"Just make it easy to turn on and off. The question about """"have you taken this problem to a dealer"""" does not apply. Why should the interface for a radio be so complicated that it requires interpretation and training?",-0.058
446,MINI,Cooper,"If my iPhone 6 is not attached to the bluetooth system, it works just fine. For example, when attached, Siri doesn't work very well, everything else slows down and really, I hesitate to even bother connecting when everything works so much better. Same with Maps and navigation apps.",-0.2133
447,MINI,Cooper,sometimes you just want to turn on the defroster; not max speed. would be nice to be able to do this.,0.4767
448,MINI,Cooper,"Occurs very randomly  every couple of weeks and almost sounds like a small pebble is hitting the hood/roof. If it weren't so regular, I would think it is a pebble hitting the roof or hood or something. Trying to pay attention to see if there is a pattern with the weather or anything else. Not a big deal at all but thought I would mention it since you asked :)",0.6609
449,MINI,Cooper,"fitting from oil line to turbo failed causing oil to leak all over the engine. after much negotiation, the dealer agreed to take the vehicle back and we bought another.",-0.5574
450,BMW,3 Series,Unable to move the heads up display to the right or left - just goes up and down. Since the upward adjustment of the seat height is limited sometimes the heads up display be distracting. Discussed with the dealer at the encore visit and there is nothing that can be done. This is a set feature,-0.4767
451,BMW,3 Series,"When naming a place, recognition system will start making a phone call.",0.0
452,BMW,3 Series,"The sound isn't actually a squeak - it is something metal rolling back and forth when going around curves.  It lasts for about 2 seconds, and sounds like a ball bearing in a metal tray.",0.3612
453,BMW,3 Series,Front passenger door takes more effort to close than driver side door. Have to close the door harder to ensure it closes.,0.3818
454,BMW,3 Series,Cap that covers tow point does not fit properly. Dealership reinstalled it but it came off again the same day.,-0.1419
455,BMW,3 Series,Its less of an issue or mechanical problem than a noticable stop or start to the engine.,-0.5994
456,BMW,3 Series,Does not recognize names and comes up with strange alternatives.,-0.2023
457,BMW,3 Series,: IPHONE 7 and BLUE Tooth functionality when paired has a buzzing noise when talking on the phone: Blue tooth IPHONE 7 has a buzzing noise from time to time in the car,0.0
458,BMW,3 Series,The problem appears to have resolved itself.  I may have caused the problem by inadvertently turning on the A/C while the heater was on.,-0.5719
459,BMW,5 Series,Gets 15/23 mpg.  Rating sheet states 18/25 mpg for 535xi gt.  Only 1500 miles on car and have x drive.  Wife's 335i  gets 22/35 mpg.,0.2732
460,BMW,3 Series,The problem has come and gone.  Can't be replicated in the shop.,-0.4019
461,BMW,3 Series,What are you expected to put on it without it getting tossed out when you make a sharp turn?  It should be deeper.,0.0
462,BMW,3 Series,At a stop the RPM gauge sometimes dips below 1 and the engine shakes as if it's going to stall out.  It's happened twice thus far.,-0.4588
463,BMW,6 Series,Does not always understand request for driving directions,0.0
464,BMW,7 Series,It does not reliably pick a spot to park,0.0
465,BMW,7 Series,disconnects from Bluetooth randomly,0.0
466,BMW,3 Series,"Initially I was very confused how to even open the fuel door. Most cars either have an interior button that does this or it's manually pulled open. I used google to figure out that the vehicle had to be unlocked to open and close latch. This is one of my biggest complaints about this vehicle. This is a huge safety concern, as people must leave their vehicle and items  vulnerable to potential misconduct. I dislike refueling my car for this very reason.",-0.5984
467,BMW,3 Series,"Occasionally connects automatically other times I have to 'Forget Device' then reconnect iPhone for it to work. When I open certain apps, my car will automatically open a completely separate app  instead. That is quite frustrating.",-0.4576
468,BMW,3 Series,There is a slight rattle in either the front passenger side door or the overhead roof liner directly above it.  Audible at normal driving speeds.,0.0
469,BMW,3 Series,See previous comment.,0.0
470,BMW,3 Series,: Problem with saved radio stations disappearing,0.0258
471,BMW,X1,Sometimes the driver's door does not unlock without using my key manually.  Same holds true for the hatchback door.,0.4215
472,BMW,X1,It's hard to UNLOcK with your foot.  Sometimes it does and sometimes not.,-0.1027
473,BMW,X1,Twice I have contents of mugs to spill on floor when making a turn.,0.0
474,BMW,X1,Power tailgate sometimes does not open all of the way on cold days.,0.0
475,BMW,X1,"Some audio system controls are in center console, which is not where they are expected to be. FM and AM memory seems to be combined in one set of buttons instead of separate bands.",0.0
476,BMW,X1,It seems like the automatic opening tailgate does not always work when you kick underneath the vehicle.,0.3612
477,BMW,X1,have to move leg several times to get it to open,0.0
478,BMW,X1,"bluetooth connection drops in middle of call, phone defaults to headset. Happens occasionally",0.0
479,BMW,X1,could be closer to center console,0.0
480,BMW,X1,": Factory installed speakers are not that great, very poor audio, it is not branded. for a vehicle that is priced so high, a good branded speakers should have been installed.",-0.5436
481,BMW,X1,"Moving from parking to reverse is hard and moving back from rive to parking , it becomes hard while crossing reverse",-0.2023
482,BMW,X1,I spoke with BMW Genius who said Apple phones have a software glitch that shuts off the radio when searching to connect to Bluetooth.,0.0
483,BMW,X1,": The adaptive cruse control often shuts off, sometimes when in bright direct sunlight, but sometimes for no apparent reason. It is not possible to turn it back on for an extended period of time. It also sometimes sees overpasses as a car and breaks hard and sometimes sees large trucks in the right lane as being in my lane.",-0.3506
484,BMW,X1,"Screen is too small, no way to scroll to see upcoming traffic or routes.",-0.296
485,BMW,X1,"I find myself constantly adjusting the temperature to maintain comfortable heating in the car. Also on AUTO, the foot and leg area do not warm sufficiently.",0.3887
486,BMW,X3,"as I said before, needs time to recognize something is connected thru USB port. In my previous X3 USB port worked great. No issues. : USB port, every time I turn the car on USB port needs some time  to recognize something is plug there",0.4404
487,BMW,X1,"Memory doesn't seem consistent. Sometimes it moves with different drivers, sometimes not. Confusing.",0.1695
488,BMW,X1,"you have to tilt the cup to get it to fit in the cup holder and the holder is so deep you need to lift from the very top of the cup, which creates easy spills",0.8221
489,BMW,7 Series,Screen does not adjust to height desired in rear.,0.2732
490,BMW,X1,"I haven't had LED lights in the past, but thinking if the BMW came standard with LED the lights would have been brighter.",0.5267
491,BMW,X1,"Noise can be heard when very windy out - as if window seals are not 100% sealed.  Not really a problem, but more of an observation.",-0.2492
492,BMW,X1,color from jeans rubs off on material.  And easily gets fingerprints on door handles.  I did get simonize protection and will plan to take to dealer for service at some point.,0.34
493,BMW,X3,Navigation sometime does not recognize spoken word. It happens once in a while.,0.0
494,BMW,X3,Pairing the I-pad is tricky,-0.1531
495,BMW,X3,The leather has marks/imperfections on it.,0.0
496,BMW,X3,Need to have more than1 portal for devices also if I'm using aux and plug in to charging device it automatically changes to blue tooth when I want to keep using aux for my nano,0.0772
497,BMW,X3,Doesn't recognize or misinterprets voice commands all the time also does not give enough options with addresses,0.0
498,BMW,X3,Driver leather seat stains from my jeans the driver seat is dis colored,0.0
499,BMW,X3,Seat will not move forward or backward using control.,0.0
500,BMW,X3,I have noticed the creak recently. I purchased this vehicle Nov 18  2016. ,0.0
501,BMW,X3,"Minimal sound from rear speakers, requires service call to correct.",0.0
502,BMW,X3,Could not see green light to know when they were on or off.,0.0
503,BMW,X3,They side window vents do not provode enough air movement if the center vents are not restricted.  In the deep south it is a problem with high heat and high humidity.,-0.1321
504,BMW,X3,"It's a rattle, like something is slightly loose in door",0.1263
505,BMW,X3,Very counterintuitive turn signal as it always returns to 'neutral'. It can either be too brief or it can stay on even after changing a lane for instance and be potentially confusing/dangerous.,0.0
506,BMW,X3,Camera does not turn on usually at first start in the morning.,0.0
507,BMW,X3,not sure how it works,-0.2411
508,BMW,X3,"Driver belt tells me not lock , when it is.",0.0
509,BMW,X5,Sometimes tells you to turn down one way streets that are not favorable,-0.3724
510,BMW,X5,I have short legs and when I avoid using the narrow side step I have  to be careful not to hit my shin on it. On my driving experience pick up of my car I hit my shin and it bled.,-0.1531
511,BMW,X5,: The Apple Play has had multiple issues. In addition the car was delivered making a clicking noise. After taking the car to service several times within the first few weeks the problem was discovered. A plastic piece that is part of the front window defrost system melted and was popping when heated. The issue took over a week to resolve once diagnosed.,0.3182
512,BMW,X5,: The Apple Play has had multiple issues. In addition the car was delivered making a clicking noise. After taking the car to service several times within the first few weeks the problem was discovered. A plastic piece that is part of the front window defrost system melted and was popping when heated. The issue took over a week to resolve once diagnosed.,0.3182
513,BMW,X5,"I have one speaker in the passenger side door that rattles and vibrates.  I have not yet sought service, but will do so.  I am confident that it will be repaired.",0.6925
514,BMW,X3,"Gas pedal feels ackward, not a good fit",-0.5448
515,BMW,X3,: Music stored on hard drive doesn't play as loud as satellite radio or cds.  In some instances i have to turn the volume up a lot louder.  Better quality in my opinion 2011 BMW X3.  Preferred that vehicle a lot better than 2017 model,0.521
516,BMW,X3,"Recently was trying to find Pensey Spice Company in Naperville, IL.  Voice command didnt under name of business,  was very difdicult to manually enter in location.  System giving wrong direction",-0.1779
517,BMW,X3,Automatic/ fast/ slow settings are not clear. Owner's manual is not helpful with this issue.,-0.5448
518,BMW,X3,speaker quality for hearing spoken voice is not good despite adjustments made to bass/ treble and speaker location,-0.3412
519,BMW,X3,I am still having difficulty understanding the memory function and at times have to readjust position even though my driver profile seems to be set up.,-0.34
520,BMW,X3,"Having to set temp to red or blue for heat or cooling seems a redundant step when temp has been set, but seems I do not get the desired temp without that step I have spoken to Genius as I am 200 miles from the dealer in answer to next question",-0.3007
521,BMW,X3,I and O are not standard symbols....O for Off or On or Open?? I for In or Off or On...,0.0
522,BMW,X3,"Seems very loud and forceful. Turning fan down seems to shut off auto function.  Have not had to use defrost as yet, so may be an issue with this as well. Do not yet know.",0.5267
523,BMW,X3,Just very small,0.0
524,BMW,X3,To left of steering column. Very small.,0.0
525,BMW,X5,Rock hit windshield and broke it.  Had windshield replaced and a week later another rock from vehicle driving in front of me hit windshield and it cracked the new windshield.  Another stone hit on other side of windshield and left a small knick in the glass - This is the 5th car I've owned and I've never had a windshield crack or replaced - within 2 months of owning this vehicle it seems crazy to have 2 broken windshields from pebbles coming off of trucks and hitting it.,-0.8074
526,BMW,X5,Right side wiper leaves entire side of the windshield streaked,0.0
527,BMW,X5,Too hot.  Can't find comfortable temperature.  Center console/cup holders get very warm when heat is on - warm enough to heat up a bottle of water in cup holder.,0.1739
528,BMW,X5,Pairing problems with the iphone.  Apple Carplay work intermittently and often won't connect.,-0.4019
529,BMW,X5,happened 3 times on my first 2016 x5m before they lemon lawed the car they traded it in for a new 2017 and with less than 2000 miles the noise has appeared on my new 120k dollar vehicle.  unbelievable!,0.2714
530,BMW,X5,can't control system front front of car for kids in rear seat.  have to get out of car to use remote control.  absolutely stupid!,-0.6105
531,BMW,X5,"IF you open the pullout drawer and forget to close it before you get our, your going to bash your knee right into the corner of it.  Or visa versa if you open it and then get into the car, you will bash your knee into it.  Overall, just a bad location.  Should of been an open shelf with no pull out drawer.",-0.765
532,BMW,X5,Sunglass have to be wire framed or very small reading glasses.  You can not put a pair of Oakley Sunglasses in it.,0.0
533,BMW,3 Series,"Per previous mention, when we first leased the automobile we were erroneously given an error that the seat restrain system was 'malfunctioning.' : Whenever an individual sat in the passenger seat, we received a warning that the 'restraint system' was malfunctioning. It would alert us repeatedly with a chime - making it impossible to drive with a passenger.",-0.4404
534,BMW,3 Series,The 'dual system' dials are easy enough to understand - but there is an additional manual 'analog' dial with blue/red temperature markers on the dash in between the vents. It is unclear what this is for or how it relates to the main controls.,-0.1406
535,BMW,3 Series,The AC seems to make too much noise for such an expensive/luxury vehicle.,0.0
536,BMW,3 Series,"the tire pressure monitor says the tires are not within range, tires seem fine",-0.1027
537,BMW,3 Series,"wipers hard to manuever, cant seem to get it in middle its either fast or slow.",-0.1027
538,BMW,3 Series,"indicator light tells us to check manual for tire pressure gauge, we used the automatic tire pressure check and the indicator light still shows, not sure if we need to take to dealer",-0.6555
539,BMW,3 Series,"blue tooth doesnt detect my phone, the bluetooth has the car but, car does not and we cant connect properly",0.0
540,BMW,3 Series,heating system so hard to understand you put it at a certain temperature and it just heats up too fast and only way to adjust is to lower the fan,0.0859
541,BMW,3 Series,They are hard to reach unless you have long arms,-0.0772
542,BMW,3 Series,appears car was damaged during transport; dings were in bumper and bumper was replaced.,-0.4404
543,BMW,3 Series,strange intermittent squealing/grinding sound from rear axle.  happens occasionally and lasts only a second or so but seems to happen sporadically but consistently.,-0.1027
544,BMW,3 Series,Door seal is so tight against the door jam that the door has to be slammed shut,0.0
545,BMW,3 Series,Exterior weatherstripping squeaks against the door jam incessantly. Apparently this is a known service issue. The dealership is going to install material on the door jam where the seal touches that is supposed to prevent the squeaking from happening.,0.0258
546,BMW,3 Series,"The brakes are an upgrade called the 'M-sport performance brake kit.' They are a fixed-caliper design, which is known to squeal when the brakes are cold.",0.0
547,BMW,3 Series,It sounds like the plastic is 'settling in',0.3612
548,BMW,X5,Wipers cannot be set on Auto all the time.  Instead the auto button must be engaged each time by pushing button.  Should be defaulted to auto and then turn off manually.,0.4019
549,BMW,X5,Very hard to tell exactly how much collision avoidance the vehicle has.  Does it stop/brake for you?  The alert should be audible not just visual in the heads up display.  The idea of collision avoidance is to alert me as the driver and this system relies upon me having complete focus on the heads up display.  In reality this isn't always the case when driving with other distractions.  Would be great if vehicle would issue audible alert when the traffic ahead is slowing.,-0.3384
550,BMW,X5,All apply to adjusting second row seat.  Very difficult to get into place and move.,-0.4201
551,BMW,X5,"all controls for temperature adjustment are very small and it can be difficult to see them clearly especially while driving and trying to also pay attention to the road.  Additionally, the direction arrows indicating airflow from vents  is VERY small and almost impossible to see well or adjust while driving.  Placing the fan on full speed also does not seem to blow significant air.",0.6124
552,BMW,X5,if i keep my finger on the release button for more than Three or Five second it won't open all the way,0.0
553,BMW,X5,seat seams are too thick / bold and hurt my legs : the seats have a thick exposed seam  where the stitches come together and it really hurts my legs,-0.6697
554,BMW,X5,: It gave me a warning saying that the engine was operating at a limited power,-0.5106
555,BMW,X5,Sometimes it connects automatically/easily and sometimes it doesn't.,0.0
556,BMW,X5,The parking system does a poor job of recognizing available spaces.  I have never had it accurately recognize a perpendicular parking space.,-0.4767
557,BMW,X5,"The parking system beeps to warn of objects in front and behind the vehicle regardless of whether you are in reverse or drive.  So if there is an object in front of the vehicle yet you are backing out, it provides an audible warning which is distracting.",-0.5994
558,BMW,X5,": When in AUTO on a cold morning, the fan immediately blows cold air until the engine warms up.  Every other vehicle I've owned will keep the fan OFF until the engine warms up.  BMW says to manually turn the climate control off for the first few minutes to resolve this.",0.8555
559,BMW,X5,Automatic opening of rear liftgate is inconsistent.  When gate has not been opened in a day or more it will not auto open on first try,0.0
560,BMW,X5,Does not auto open every time,0.0
561,BMW,X5,ability to stop turn signal without turning in other direction difficult,-0.34
562,BMW,X5,tire pressures require mulitple menu levels to find,-0.3182
563,BMW,X5,No idea whether it is operational,-0.296
564,BMW,X5,Navigation system does not know where the car is. Shows that the car is in a different city or in the middle of a lake. Emergency call system  has a malfunction warning as well. Vehicle is currently at the dealers being fixed. : Emergency call malfunction. Currently at dealer to be repaired.,-0.6705
565,BMW,X5,Tie down latches in back of second seat seem to rattle and make noise. I have moved them to the 'up' position; which seems to have helped.,0.0
566,BMW,X5,Does not hold owners manual easily. Too small.,0.34
567,BMW,X5,The thigh support extender on the front passenger seat is no longer working.,0.128
568,BMW,X5,the heater blows cold air until the engine reaches operating temperature.,0.0516
569,BMW,X5,"One fog light doesn't work properly, and it's on along with headlights. Both fog  lights work when I pressed the button, but it just keeps one on when fog button not pressed. I have not had the time to take it to get it fix.",0.0
570,BMW,i3,The vehicle makes an unusual sound just after start-up after sitting overnight.  It is not any kind of real bother.  I just wonder why the noise.,-0.34
571,BMW,i3,"can not see labels on wiper controls because of steering wheel, also rain sensor seems inaccurate",0.0
572,BMW,i3,No Apple CarPlay available.  System is slow and cumbersome to enter destinations. Mapping system has many inaccuracy. iDrive control system is awkward.  A touch screen would fix many of the problems.,-0.6705
573,BMW,i3,"the height adjustment will only go UP when not seated in the seat, so if the seat is too high you have to crank your neck to get in, then lower the seat once your weight is on it.  Both driver and passenger seats are this way.  This is a design feature, not a malfunction.",-0.296
574,BMW,i3,"the height adjustment will only go UP when not seated in the seat, so if the seat is too high you have to crank your neck to get in, then lower the seat once your weight is on it.  Both driver and passenger seats are this way.  This is a design feature, not a malfunction.",-0.296
575,BMW,i3,Multiple steps; not worth the effort,-0.1695
576,BMW,i3,Frequently mishears names and numbers.  Not really all that useful for commands.,0.4877
577,BMW,i3,"The voice system is almost unusable, and the 'I-Drive' system is quirky and distracting.",-0.296
578,BMW,i3,noisy when car is on freeway,-0.128
579,BMW,i3,It's not intuitive what you need to do to activate the parking system. Holding down the button also is very tiresome.,0.0
580,BMW,i3,It's not a smart design. The part with your coins moved and everything can fall out out.,-0.3089
581,BMW,i3,Loss of power when on range extender on mountain hills. : Loss of power on steep mountain hills when using the range extender.,-0.5574
582,BMW,i3,"Don't use voice commands often, so not much experience. Have noticed troubles w/system understanding commands, so I don't use it much",-0.4588
583,BMW,i3,Buttons are behind where my hand is so I have to move my arm back to us them.  There isn't room in the arm rest to move the controls any more forward.,0.4939
584,BMW,i3,: The keyless entry is temperamental.   Door does not always lock or unlock with use of keyless entry.,0.0
585,BMW,i3,The car thinks that rear right door is not closed properly eventhough it is. : Noticed it in the last month,0.0
586,BMW,i3,Difficult to get address from your phone,-0.3612
587,BMW,i3,"The rear drivers door seems to be shut, but once I start the car, the symbol for NOT SHUT comes on. Then I have to stop the car and get out to shut it again. Maybe the sensor is out of whack. It doesn't happen all the time though.",-0.4215
588,BMW,i3,": The tire pressure light came on for no reason. That was on the second day that I got the car. At that time, there was no problem with the tires.  Then later in the month I got a nail in my tire. That is not the car's fault, but these tires cannot ever be repaired. That should have been explained to me or there should have been insurance to cover it. It was ridiculous to have to spend a $200 plus dollars to buy a new tire when the old one had barely been on the car.",-0.7408
589,BMW,i3,Difficult to see. The navigation on my phone is easier to see. The navigation system seems too complex and to far from the driver to be seen clearly.,0.4588
590,BMW,i3,The system is really difficult to work. I've tried on a few occasions and haven't had much luck. Only once has it worked.,-0.6455
591,BMW,i3,"In general, using the the controls to enter a point of interest works, but takes a long time. I wish it worked like google where you could put in a poi or an address. Also, the map navigation screen is really hard to follow. Would be much better if it looked like apple maps.",0.9308
592,BMW,i3,need to closer rear doors very hard to engage.,0.2431
593,BMW,i3,Occasionally locks shut and can't open,0.0
594,BMW,i3,"Controls for volume too far apart.  If you change the music, you then have a long way to reach to control the volume.  volume control should be on left hand of steering wheel so it easier to access after changing music.  Fast forward is located very far away from the driver and often times the steering wheel control won't let you fast forward spotify application.",0.749
595,BMW,i3,"Vehicle is all-electric. No engine noise to muffle wind noise. Not necessarily a 'problem,' but it is more noticeable than in a conventional gas-powered vehicle.",-0.1531
596,BMW,i3,Run Flat tires are more noisy than conventional tires. Lots of rough pavement in California.,-0.2484
597,BMW,4 Series,Wish it had more space.,0.4019
598,BMW,4 Series,"I don't experience it myself, but here in Oregon we're still not allowed to pump our own gas .  I've found the door 'jammed open' more than once after one of the gas station attendants puts gas in my car.  I then have to reset the  retention pin and carefully work the door closed.  It's maybe happened 3 times so far.",0.1901
599,BMW,4 Series,"WIFI  does not connect,  The car automatically switches to pandora without asking",0.0
600,BMW,X6,"Need to strike a deal with Google.  They keep up to date maps; including newly opened freeways, etc.",-0.128
601,BMW,X6,The door pops open while driving every once and a while...,0.0
602,BMW,X6,These are really attractive but they serve no purpose...they get your pants dirty trying to get in or out without hitting them.,-0.6761
603,BMW,X6,It gets too hot even set at a cooler temperature,0.0
604,BMW,4 Series,": Playlist support on iDrive is limited following the iOS 10 upgrade. Picking a song on the phone with an all-random setting turned on makes choosing a different song on the roller chooser  pick a completely random other song, not the one you picked. This problem only exists if the first song is picked manually on the phone itself.  A major problem: A severe lack of Android support hurts the reputation of this system. The lack of album art, playlist support, and Android Auto very much lowers my opinion of the quality of the iDrive system as a whole.  Another issue I have is the lack of retrofit options when new features come out. I fully expect that if 2018 models of the 4-series will have Android Auto support, BMW will offer me no option of retrofitting the compatibility for my current iDrive system. Using an excuse such as 'it requires new hardware' is just a lame cop-out. That's what retrofitting is for!  Updates to iDrive are also slow and rare.",-0.9165
605,BMW,4 Series,"Multiple issues. There is no 'sync' option for this supposed 'dual-zone' cooling/heating system, requiring *both* sides to be adjusted when controlling temperature. Also, the available adjustment of fan speed while in the 'auto' mode makes the system confusing. Shouldn't fan speed be adjusted to the desired temperature vs actual temperature? What does changing the temperature do then? It's quite a confusing system, in my opinion.",0.264
606,BMW,4 Series,squeaks when reversing and at low speed,-0.2732
607,BMW,4 Series,"I was under the impression that one automatic windshield wipers are on, it automatically adjusts sensitivity. There is a control to adjust sensitivity 3 different ways",0.2263
608,BMW,4 Series,"Phone does not pair with car's bluetooth consistently, every time I get in and out of the car it's a matter of crossing fingers and hopefully it will pair that occasion. It does not pair immediately upon starting the vehicle.",0.4215
609,BMW,4 Series,"tires easily affected by potholes, normal road conditions. low quality pirellis on this vehicle as standard tires.",-0.0772
610,BMW,4 Series,requires me to have to disconnect & reconnect several times in order to regain bluetooth connection sometimes,0.0
611,BMW,4 Series,"according to the manual, and the previous bmw that I had, the mirrors should fold when requested. They do not. I think it is a software problem because I can sometimes get them to fold, just not reliably and not as described in the manual.",-0.4019
612,BMW,4 Series,seems the system is only reliable under certain conditions - driving on highway with cars approaching from rear at moderate speed differential. The rest of the time the system seems to ignore cars. Plus it is worse for cars on the right than for cars on the left. Overall - not particularly useful or reliable.,-0.7288
613,BMW,4 Series,"very, very unreliable. Often goes off when still in lane. Seems to think defects in road surface are the lane markings and sometimes thinks the off-ramp markings are the lane markings. So unreliable I had to turn it off.",-0.4019
614,BMW,4 Series,"Numerous points of interest, businesses, etc. are not found when doing a search. It is about the worst search capability I have seen, and it is incredibly slow. I have to look up things on my phone, get the address, and then hope the car GPS can find the location - which it doesn't always do.",0.2023
615,BMW,4 Series,unclear how parameters are stored and how to have the seat/mirrors return to stored state,-0.25
616,BMW,4 Series,controls are very confusing,-0.2944
617,BMW,4 Series,when there is ice or snow you cant use this feature to lock the doors,0.0
618,BMW,4 Series,the wheel does not get hot enough,0.0
619,BMW,4 Series,there is vertually no storage in the vehicle,-0.296
620,BMW,4 Series,there is no place to put anything   the cup holders are too close to the radio controls and the center console does not exsist because of the wireless charging feature    my cadillac has a place in the console to slide phone in.,-0.296
621,BMW,4 Series,There was a dent on the front hood which was not noticed until a few days after delivery,0.0
622,BMW,4 Series,Must look every time you want to use them; not a good place to put them,-0.2746
623,BMW,4 Series,Does not cover the entire area,0.0
624,BMW,4 Series,": Last week on a very frigid Sunday afternoon, I parked my vehicle in a parking-lot and came back one hour later to find my moonroof and all of my windows down.  This had happened once before in my three series during a rainstorm.  there's no rhyme or reason for it it just happens. Not a recurring thing.",-0.296
625,BMW,4 Series,": Last week on a very frigid Sunday afternoon, I parked my vehicle in a parking-lot and came back one hour later to find my moonroof and all of my windows down.  This had happened once before in my three series during a rainstorm.  there's no rhyme or reason for it it just happens. Not a recurring thing.",-0.296
626,BMW,4 Series,"It is not a big issue It is intermittent and can disappear for days.  It happens turning and starting from a stop. If I can ever reliably repeat the issue, I will take the car into the dealer. It sounds like something sliding on the plastic. Coins in the cupholder sound the same and I have removed the coins just to make sure that was not the issue.",0.1779
627,BMW,4 Series,Music player doesn't connect to car but telephone does. : My Bluetooth doesn't always allow the music to play from my phone. It always picks up the telephone but only the music about 50% of the time.,0.2734
628,BMW,4 Series,: dirty leather on delivery and it marks easily thereafter as well,0.1531
629,BMW,4 Series,It appears to excessive road noise when going above 65 mph.  I suspect that the noise to caused by the run flat tires.,-0.296
