,Make,Series,Total_Problems,Category,Mode,Verbatim,Score
635,Mercedes-Benz,GLS,2,Interior,D,too small,0.0
636,Mercedes-Benz,CLA,1,Audio/Communication/Entertainment/Navigation (ACEN),D,,0.0
637,Mercedes-Benz,GLS,1,Engine/Transmission,M,"Happened once, have been monitoring for this to happen again",0.0
638,Mercedes-Benz,GLA,2,Audio/Communication/Entertainment/Navigation (ACEN),D,No able to plan audio from SD card when car play is ON,0.0516
639,Mercedes-Benz,GLA,2,Audio/Communication/Entertainment/Navigation (ACEN),U,Not able to use Car Play functions completely and also SD card audio cannot be played in paralle when car Play is ON,0.4145
640,Mercedes-Benz,GLS,2,Driving Experience,D,"The brakes don't grab unless a lot of pressure is applied to the pedal. They stop smoothly but I find that often you must really push hard to get to a stop. Not something that is broken, just a feeling different from other vehicles I have owned. This and the voice recognition are the only areas I don't rate this a 9 or 10.",-0.8562
641,Mercedes-Benz,GLS,2,Audio/Communication/Entertainment/Navigation (ACEN),D,Misinterprets places of interest and then you need to start over to try again. Had a 2009 Mercedes SLK and the voice recognition was similar in menus but much better at recognizing spoken words and commands. They took a step backward here.,0.705
642,Mercedes-Benz,E-Class,1,Features/Controls/Displays (FCD),M,fixed right away,0.0
643,Mercedes-Benz,CLA,1,Exterior,M,Cap is hard to open.  I am a male and find it a little difficult so I imagine women would have a much harder time.,-0.3832
644,Mercedes-Benz,GLC,2,Audio/Communication/Entertainment/Navigation (ACEN),D,,0.0
645,Mercedes-Benz,GLC,2,Engine/Transmission,U,: Gas gun was stuck with the car twice in GostCo gas station.,-0.5267
646,Mercedes-Benz,GLC,1,Exterior,M,Not sure if itâ€™s the cap being hard to open or me not having enough strength to open it.,-0.1847
647,Mercedes-Benz,GLE,1,Audio/Communication/Entertainment/Navigation (ACEN),D,Does not respond to street numbers and street names.   starts all over with state when when an error is made.,-0.4019
648,Mercedes-Benz,E-Class,1,Audio/Communication/Entertainment/Navigation (ACEN),D,,0.0
649,Mercedes-Benz,GLE,3,Audio/Communication/Entertainment/Navigation (ACEN),D,Calls wrong person.  Entered 'Leawood Family Practice' and it called 'Denise',-0.4767
650,Mercedes-Benz,GLE,3,Interior,M,Had UV protection added at the dealership and it left spotting and 'rainbows' on the glass even though i specifically asked about this and was told it wouldn't happen,0.0
651,Mercedes-Benz,GLE,3,Engine/Transmission,D,,0.0
652,Mercedes-Benz,CLA,2,Driving Experience,U,occurs during cold weather it's some type of 'pull' but not to left and right - it is as if the gear has a hard time shifting periodically.,-0.1531
653,Mercedes-Benz,CLA,2,Engine/Transmission,M,: the gas saving option where car shuts down when at a stop appeared to cause my car to 'jerk' during cold weather so I would remove the default and not use it.,-0.296
654,Mercedes-Benz,C-Class,2,Audio/Communication/Entertainment/Navigation (ACEN),D,,0.0
655,Mercedes-Benz,C-Class,2,Audio/Communication/Entertainment/Navigation (ACEN),D,,0.0
656,Mercedes-Benz,CLA,5,Exterior,M,It seems as if the car does not buffer the noise as I would expect.,0.0
657,Mercedes-Benz,CLA,5,Driving Experience,D,"The brakes make noise after it rains. I have not reported this issue because I assumed it was due to the rain. Otherwise, I have not heard any noises",0.0
658,Mercedes-Benz,CLA,5,Audio/Communication/Entertainment/Navigation (ACEN),D,,0.0
659,Mercedes-Benz,CLA,5,Engine/Transmission,M,"It seems as if during cold days the engine rumbles a bit when warming up. I was uncertain as to whether this was normal or not. Also, I have noticed similar on days when the auto shut off is on, so I don't know if that is related.",-0.1531
660,Mercedes-Benz,CLA,5,Engine/Transmission,D,The gas burns excessively.,0.0
661,Mercedes-Benz,GLC,1,Features/Controls/Displays (FCD),D,,0.0
662,Mercedes-Benz,AMG GT,2,Exterior,M,WING CAME WITH BUBBLE IN PAINT -  PASSENGER DOOR CAME WITH LONG SCRATCH,0.0
663,Mercedes-Benz,AMG GT,2,Exterior,M,WHEN I WASHED THE CAR BY HAND THE FIRST WEEK I HAD IT THE WING/SPOILER HAS A BUBBLE IN THE PAINT AND THE PASSENGER DOOR WAS SCRATCHED,0.4939
664,Mercedes-Benz,GLA,1,Exterior,M,"Just a slight wind noise problem, nothing awful",-0.0567
665,Mercedes-Benz,GLC,4,Audio/Communication/Entertainment/Navigation (ACEN),D,"Mainly on Android Auto, the voice recognition doesn't detect the songs that I want to play despite me playing them quite often.",0.2751
666,Mercedes-Benz,GLC,4,Audio/Communication/Entertainment/Navigation (ACEN),U,Android Auto sometimes says that it can't be activated. I have to disconnect the USB cable and reconnect again. It happens quite often. Reconnecting always works. I have seen that if I switch off the Bluetooth then the reliability increases. : Android Auto sometimes doesn't connect automatically.,0.0
667,Mercedes-Benz,GLC,4,Interior,M,The lock button on the front passenger door went inside as it was pushed the first time. I had to explain to the dealership. They ordered a new part.,0.0
668,Mercedes-Benz,GLC,4,Engine/Transmission,M,"This is something that I have already mentioned as the driving experience problem. Vibration is there and sometimes it restarts too early without any change in pressure on brake pedal. : Mainly Eco start stop: Sometimes when you are at an intersection , driving in comfort mode and with 'Eco start stop already on', you are already braked but it would automatically start without you changing the pressure on the brake pedal. You want it to be in 'Eco stop' mode but it would automatically start.",-0.7935
669,Mercedes-Benz,GLA,1,Exterior,M,"the area of the bumper was peeling ; I first noticed when I was cleaning the car, 3 days after delivery. When they repaired it they found that there were issue with the rear bumper molding even in the layer before, so this was definitely a factory issue.",0.4522
670,Mercedes-Benz,GLE,2,Audio/Communication/Entertainment/Navigation (ACEN),D,They could have made navigation system to be touch screen. Itâ€™s so difficult to use all of their available commands,-0.5009
671,Mercedes-Benz,GLE,2,Audio/Communication/Entertainment/Navigation (ACEN),D,,0.0
672,Mercedes-Benz,GLC,1,Audio/Communication/Entertainment/Navigation (ACEN),D,Very difficult,-0.4201
673,Mercedes-Benz,GLA,3,Exterior,D,,0.0
674,Mercedes-Benz,GLA,3,Exterior,M,,0.0
675,Mercedes-Benz,GLA,3,Features/Controls/Displays (FCD),D,Doesnâ€™t cover blind spot/ turn out far enough : Huge blind spots from the mirrors not rotating out far enough : Doesnâ€™t turn out far enough. Side mirror,-0.4767
676,Mercedes-Benz,GLE,2,Seats,D,Seat material is easily soiled with blue jean fabric.,0.34
677,Mercedes-Benz,GLE,2,Interior,M,Windows all have tiny 'sparkles' in them that do not come off... not inside or outside.,0.0
678,Mercedes-Benz,CLA,1,Seats,D,": Itâ€™s not broken, just slow to adjust electronically. It would be quicker to adjust seat forward and back if it was manual.",0.3724
679,Mercedes-Benz,C-Class,2,Audio/Communication/Entertainment/Navigation (ACEN),D,Doesn't understand when I talk. Hard to enter info into the system without using voice commands,-0.1027
680,Mercedes-Benz,C-Class,2,Audio/Communication/Entertainment/Navigation (ACEN),D,As above,0.0
681,Mercedes-Benz,CLA,6,Exterior,M,,0.0
682,Mercedes-Benz,CLA,6,Exterior,D,"As much as I love the CLA, the car is so very loud inside!",0.6696
683,Mercedes-Benz,CLA,6,Audio/Communication/Entertainment/Navigation (ACEN),D,,0.0
684,Mercedes-Benz,CLA,6,Seats,D,Mine does not adjust,0.0
685,Mercedes-Benz,CLA,6,"Heating, Ventilation, and Air Conditioning (HVAC)",D,,0.0
686,Mercedes-Benz,CLA,6,Interior,D,The glove box literally can only fit the user manual. It is so small and inconvenient!,-0.1169
687,Mercedes-Benz,C-Class,1,Exterior,M,My girlfriend and elderly mother have complained about the door's weight,-0.4019
688,Mercedes-Benz,GLA,5,Audio/Communication/Entertainment/Navigation (ACEN),D,Cuts in and out at time - outher time OK,0.186
689,Mercedes-Benz,GLA,5,Audio/Communication/Entertainment/Navigation (ACEN),D,Sometimes get stuck on last function and can't get out of it.  Sometimes people have hard time hearing me.  The automatic Voice does not understand me and hangs up.,-0.34
690,Mercedes-Benz,GLA,5,Seats,D,Can't seem to operate lumbar - can't take time off to run to dealship all the time.,0.0
691,Mercedes-Benz,GLA,5,Seats,D,Don't know no one showed me about adjusting headrest - don't know if manual or power - ignorant about it altogether,-0.0547
692,Mercedes-Benz,GLA,5,"Heating, Ventilation, and Air Conditioning (HVAC)",D,: It have not been able to adequately use the heater/cooler to  my satisfaction.  Hard to do when driving.,0.3612
693,Mercedes-Benz,GLC,2,Features/Controls/Displays (FCD),M,,0.0
694,Mercedes-Benz,GLC,2,Engine/Transmission,M,The car would not start due to the SRS airbag.  The car was taken into the dealer and this problem was not found during dealer inspection.,-0.481
695,Mercedes-Benz,S-Class,2,Features/Controls/Displays (FCD),M,": the interior accent lighting sometimes goes off without changing the setting, if you go into the menu and turn it off and turn it back on it works",0.0
696,Mercedes-Benz,S-Class,2,Audio/Communication/Entertainment/Navigation (ACEN),D,doesn't always automatically connect to my phone. if I turn off the Bluetooth on my phone and turn it back on it connects,0.0
697,Mercedes-Benz,CLA,2,"Heating, Ventilation, and Air Conditioning (HVAC)",D,perhaps with my size frame the controls seem awkwardly placed at the bottom of the panel,-0.3182
698,Mercedes-Benz,CLA,2,Engine/Transmission,M,"engine shut down is intermittent , not always engaged at full stop",-0.5358
699,Mercedes-Benz,S-Class,1,Audio/Communication/Entertainment/Navigation (ACEN),D,Donâ€™t like the tilting glove box,0.3612
700,Mercedes-Benz,E-Class,1,Features/Controls/Displays (FCD),D,The whole self parking system is not yet ready for prime time. Somewhat erratic and jerky. I don't use it. There is nothing wrong with my system. It's just not smooth enough for me to trust it.,0.5781
701,Mercedes-Benz,S-Class,1,Audio/Communication/Entertainment/Navigation (ACEN),D,Often the response is a name unlike the one recited; it may take a couple of tries before the system recognizes the name correctly. I am not eliminating the fact that I may not be as succinct as I need to be.,0.0
702,Mercedes-Benz,GLE,1,Seats,M,The drivers seat intermittently makes a squeaking sound when driving.  It varies on driving conditions  and doesn't necessarily happen every day or every time I drive.,0.0
703,Mercedes-Benz,E-Class,1,Exterior,M,: Trunk doesn't open consistently with the foot sensor.,0.0
704,Mercedes-Benz,C-Class,4,Exterior,M,I have the motion sensor trunk and it's difficult to get to open.,-0.3612
705,Mercedes-Benz,C-Class,4,Audio/Communication/Entertainment/Navigation (ACEN),D,"Phones do not remain in order of pairing - master phone always resets to the phone I do not want as the master. Also, when I open my text messages to read them, the car shows I'm on a call and the radio turns silent. I need to close out of the app in order for the radio to go on again. If I call someone as I'm looking through texts, it also doesn't go to blue tooth, it is blocked for some reason and stays on the phone until someone answers, which is when it connects finally to the blue tooth.",-0.323
706,Mercedes-Benz,C-Class,4,"Heating, Ventilation, and Air Conditioning (HVAC)",D,Takes a while to get hot and doesn't maintain temperature - feels cold after a while.,0.0
707,Mercedes-Benz,C-Class,4,Engine/Transmission,D,"When I go to back up, the car doesn't fully shift into reverse - needs to long hold the bar until it goes into reverse.",0.0
708,Mercedes-Benz,GLA,1,Driving Experience,D,I don't like not having a separate emergency parking brake.  Was told by the dealer the regular parking brake acts as the emergency brake. Not sure the brake is actually holding the car.,0.5511
709,Mercedes-Benz,GLE,1,Driving Experience,M,"thumps, not vibrates.  is not from tire misalignmenthave not had a chance to bring in to dealer : steering wheel thumps while driving",-0.1877
710,Mercedes-Benz,GLA,3,Exterior,M,"I have kayak racks on the car, and I am sure they contribute a great deal to the wind noise.  However, I feel that there would be wind noise even without them.",0.7506
711,Mercedes-Benz,GLA,3,Driving Experience,M,: At around 2000 miles I had to add air to each tire.  I wish tire pressure were more stable and consistent.  It's a nuisance to have to add air.,0.4576
712,Mercedes-Benz,GLA,3,Features/Controls/Displays (FCD),D," The speedometer is difficult to read, especially in the daylight.   It is difficult and distracting to select or change a preset radio station.  It requires me to have my eyes off the road too long.  If I use the center console to select/change the radio station, the process to get there from Apple CarPlay is cumbersome and distracting.",-0.8126
713,Mercedes-Benz,CLA,11,Exterior,M,Front Plastic Mercedes Logo fell off.,0.0
714,Mercedes-Benz,CLA,11,Exterior,M,,0.0
715,Mercedes-Benz,CLA,11,Audio/Communication/Entertainment/Navigation (ACEN),D,,0.0
716,Mercedes-Benz,CLA,11,Audio/Communication/Entertainment/Navigation (ACEN),D,,0.0
717,Mercedes-Benz,CLA,11,Seats,D,I think the seats show wear too quickly.  They look soiled and their shape doesn't hold up,0.0
718,Mercedes-Benz,CLA,11,"Heating, Ventilation, and Air Conditioning (HVAC)",D,It takes a long time to clear and is dangerous,-0.128
719,Mercedes-Benz,CLA,11,Interior,D,Just a weird design,-0.1779
720,Mercedes-Benz,CLA,11,Interior,D,you need to dig through it all of the time to find anything...too many uses intended for it.  Too small,0.0
721,Mercedes-Benz,CLA,11,Interior,D,things fall out of it.  difficult to find anything.  very hard to use,-0.4927
722,Mercedes-Benz,CLA,11,Interior,D,They are jammed into a very small area,0.0
723,Mercedes-Benz,CLA,11,Interior,D,,0.0
724,Mercedes-Benz,GLS,1,Seats,D,,0.0
725,Mercedes-Benz,GLC,4,Driving Experience,D,"Known issue, brake shoes had to be ordered, not in-stock.....",0.0
726,Mercedes-Benz,GLC,4,Features/Controls/Displays (FCD),M,": Key fob is not always recognized by car. Has been in twice already, need to schedule a third repair.",0.0
727,Mercedes-Benz,GLC,4,Audio/Communication/Entertainment/Navigation (ACEN),D,,0.0
728,Mercedes-Benz,GLC,4,Audio/Communication/Entertainment/Navigation (ACEN),D,,0.0
729,Mercedes-Benz,SLC,2,Exterior,M,: trunk latch opened on its own,0.0
730,Mercedes-Benz,SLC,2,Driving Experience,D,noticed when coming to a stop at low speed,-0.5106
731,Mercedes-Benz,CLA,2,"Heating, Ventilation, and Air Conditioning (HVAC)",D,The deforst doesn't work as well as I hoped and windows are always fogging up.,0.1989
732,Mercedes-Benz,CLA,2,Engine/Transmission,D,The vehicle hesitates to change out of gear or 'Hard Shifts',-0.4215
733,Mercedes-Benz,GLA,7,Driving Experience,U,: Power steering and traction control features failed.  This was all related to the same control module failure issue.,-0.765
734,Mercedes-Benz,GLA,7,Features/Controls/Displays (FCD),M,"Two different control module failures caused numerous significant issues.  Most notably, the car wouldn't turn off at one point, all traction control failed, speedometer stopped working, blind spot assist failed, fuel gauge failed, power steering wasn't working, car died after starting, check engine light on, etc..  Quite frustrating.",-0.9429
735,Mercedes-Benz,GLA,7,Features/Controls/Displays (FCD),M,"We literally couldn't turn the car off at one point, took 30 minutes of trying different things.  Finally, removing the bottom and toggling the key in the ignition turned the car off.  Very random experience.",0.0
736,Mercedes-Benz,GLA,7,Features/Controls/Displays (FCD),M,Control module failure.,-0.5106
737,Mercedes-Benz,GLA,7,Audio/Communication/Entertainment/Navigation (ACEN),D,"Apple Car Play is entirely buggy and unreliable to use.  Frequently won't connect, volume controls fail to work, slow, etc. : Was describing buggy Car Play experience.  In particular, volume controls not working.  Often, we'll have to flip to radio controls to change the volume, then flip back to Car Play.  Sometimes, the volume won't engage and then will suddenly engage minutes later resulting in volume blasting unexpectedly.",-0.0956
738,Mercedes-Benz,GLA,7,Audio/Communication/Entertainment/Navigation (ACEN),D,Randomly things the phone is a new phone and requires the car to be put back in park for Car Play to engage.,0.5859
739,Mercedes-Benz,GLA,7,Interior,M,Sounds like something is loose under the dash causing a materially annoying rattle.  Dealer has not been able to fix after two visits.,-0.3612
740,Mercedes-Benz,C-Class,1,Driving Experience,D,C class is an AMG C43.  I suspect the larger brake pads create more break dust.  Not the end of world but on the black rims the excessive brake dust takes more time to keep clean!,0.5848
741,Mercedes-Benz,E-Class,4,Exterior,M,WATER LEAKS INTO GUTTERS UNDER TRUNK LID THEN LEAKS DOWN ON REAR BIMPER,0.0
742,Mercedes-Benz,E-Class,4,Features/Controls/Displays (FCD),D,FREQUENTLY WILL NOT REGISTER ACCEPTABLE PARKING SPACE.,0.3182
743,Mercedes-Benz,E-Class,4,Features/Controls/Displays (FCD),U,MESSAGE STATING RADAR SENSOR NOT WORKING. SEE INSTUCTION MANUAL?,0.0
744,Mercedes-Benz,E-Class,4,Audio/Communication/Entertainment/Navigation (ACEN),D,EMBRACE DIRECTIONS SENT TO CAR WERE WRONG,-0.2023
745,Mercedes-Benz,GLA,2,Exterior,M,I have to pull with significant force to get dood to 'catch' and close properly.  Sometimes requires multiple attempts to close door,0.2023
746,Mercedes-Benz,GLA,2,Audio/Communication/Entertainment/Navigation (ACEN),D,has apple assist connection that confuses system if you do not attach your phone.  Eventually connects and finds,-0.3182
747,Mercedes-Benz,GLA,2,Audio/Communication/Entertainment/Navigation (ACEN),D,,0.0
748,Mercedes-Benz,GLA,2,"Heating, Ventilation, and Air Conditioning (HVAC)",D,,0.0
749,Mercedes-Benz,CLA,2,Seats,D,The seat buckle attach and release is located to the back of the drivers seat making it difficult to attach.,-0.3612
750,Mercedes-Benz,CLA,2,Interior,D,The glove box is too small to fit the driver's manual which has to be stored in the trunk,0.3612
751,Mercedes-Benz,GLA,1,Audio/Communication/Entertainment/Navigation (ACEN),D,numbers are misinterperated,0.0
752,Mercedes-Benz,C-Class,1,Audio/Communication/Entertainment/Navigation (ACEN),D,"As stated, doesn't sync contacts nor can I use voice command to dial a contact",0.0
753,Mercedes-Benz,C-Class,3,Driving Experience,D,,0.0
754,Mercedes-Benz,C-Class,3,Audio/Communication/Entertainment/Navigation (ACEN),D,The entire system is not intuitive.  It's quite difficult to tune in the radio stations and save them to presets without looking through the owners manual.  There is no 'tuning' knob to scan through all available radio stations in order to save to presets. : The process needed to have texts read to the driver involves 4 or more steps.  This can be very distracting.  I am used to my Lexus in which the process of reading texts takes only one click.,-0.0222
755,Mercedes-Benz,C-Class,3,Audio/Communication/Entertainment/Navigation (ACEN),D,"The colors used, the small print, and the white on gray lettering makes it very difficult to see the map when glancing down quickly.",-0.4201
756,Mercedes-Benz,S-Class,1,Features/Controls/Displays (FCD),U,: Auxilary Battery malfunction..     Cruise control will not turn on.. says it is disabled.,0.0
757,Mercedes-Benz,GLE,1,Exterior,D,Find it hard to get in without stepping on running board and really awkward using the running board.,-0.3167
758,Mercedes-Benz,E-Class,1,Seats,D,"Only issue is that I wish it cooled faster on a hot day in Florida. Otherwise, once the cooling starts it works just fine. It is not an urgent problem and I will advise the dealer when I go for first maintenance.",0.6329
759,Mercedes-Benz,E-Class,1,Features/Controls/Displays (FCD),D,To much redundancy on control panel.,0.0
760,Mercedes-Benz,GLS,4,Features/Controls/Displays (FCD),D,"controls are on a separate stem under the stem for the turn signals, lights, and wipers",0.0
761,Mercedes-Benz,GLS,4,Audio/Communication/Entertainment/Navigation (ACEN),D,,0.0
762,Mercedes-Benz,GLS,4,Audio/Communication/Entertainment/Navigation (ACEN),D,"No touch screen, have to enter addresses in the proper  sequence or use the exact correct voice command.",-0.296
763,Mercedes-Benz,GLS,4,"Heating, Ventilation, and Air Conditioning (HVAC)",D,Can't adjust while driving as you have to work though a menu system,0.0
764,Mercedes-Benz,GLE,1,Audio/Communication/Entertainment/Navigation (ACEN),D,,0.0
765,Mercedes-Benz,CLA,2,Exterior,M,There are inconsistent gaps,0.0
766,Mercedes-Benz,CLA,2,Exterior,M,The driver side light seems to not be level with the passenger side.,0.0
767,Mercedes-Benz,C-Class,2,Engine/Transmission,M,,0.0
768,Mercedes-Benz,C-Class,2,Engine/Transmission,D,,0.0
769,Mercedes-Benz,GLA,1,Audio/Communication/Entertainment/Navigation (ACEN),D,Sat Radio Receiver was broken. Dealer replaced under warranty.,-0.4767
770,Mercedes-Benz,GLC,2,Exterior,M,,0.0
771,Mercedes-Benz,GLC,2,Audio/Communication/Entertainment/Navigation (ACEN),D,,0.0
772,Mercedes-Benz,GLS,1,Exterior,D,Step not wide enough for US size 12 to use with safely,0.4939
773,Mercedes-Benz,CLA,3,Exterior,D,"The hood latch is a small button located in the center of the actual hood latch mechanism. Most people a re used to looking for a lever of such to fully unlatch the hood. Also, the biggest problem is that the hood only pops up about a 1/4' with no additional play to find the release latch button. For someone with large hands this will be unnecessarily difficult to get the hands between the bonnet and the underside of the hood.",-0.6124
774,Mercedes-Benz,CLA,3,Driving Experience,D,The brake dust after a full wash and 40 mile drive is excessive. Both wheels are severely covered in brake dust after a short distance drive. It seems the brake pads are under sized for the moment force exerted onto them. I suspect brake pads will need changed prematurely over the entire life of the car.,-0.6369
775,Mercedes-Benz,CLA,3,Interior,D,"The center console screen where most controls are found and adjusted is just not intuitive enough for the average user. The control knob located at the center console is awkward to reach and causes significant distraction while driving, simply because you have to visually know where the cursor is on the screen before selecting a command. Meaning more looking at the screen and not at the road. Also, a new owner and passengers want to constantly touch the screen to make selections. However, because it's not a touch screen the commands don't react. If a new consumers first instinct is to touch the screen to make selections than perhaps that's a clue to the designers to go back to the drawing board and make it a touch screen.",-0.25
776,Mercedes-Benz,GLA,2,Features/Controls/Displays (FCD),D,The warning appears to always be on even when there is no vehicle neat the car,-0.1531
777,Mercedes-Benz,GLA,2,"Heating, Ventilation, and Air Conditioning (HVAC)",D,It is difficult to use defrost feature without the internal temp getting very high,-0.3612
778,Mercedes-Benz,GLC,2,Exterior,M,when I took it for the first car wash,0.0
779,Mercedes-Benz,GLC,2,Exterior,M,I have not contacted the dealer but will this week; my rear hatch is not closing when using the inside control,0.0
780,Mercedes-Benz,AMG GT,4,Exterior,M,,0.0
781,Mercedes-Benz,AMG GT,4,Exterior,D,,0.0
782,Mercedes-Benz,AMG GT,4,Audio/Communication/Entertainment/Navigation (ACEN),D,It never takes you to the location...it actually drives away and will not take toll roads and has no way to change that in settings,-0.296
783,Mercedes-Benz,AMG GT,4,Seats,D,,0.0
784,Mercedes-Benz,GLA,1,"Heating, Ventilation, and Air Conditioning (HVAC)",D,"The controls are very low, so it is difficult to look at the and adjust them safely while driving",-0.2398
785,Mercedes-Benz,CLA,3,"Heating, Ventilation, and Air Conditioning (HVAC)",D,,0.0
786,Mercedes-Benz,CLA,3,"Heating, Ventilation, and Air Conditioning (HVAC)",D,,0.0
787,Mercedes-Benz,CLA,3,Engine/Transmission,D," : The transmission is slow to engage from a stop, feels like it is â€œslipping â€œ",0.4019
788,Mercedes-Benz,C-Class,3,Exterior,M,": When I use my foot to operate the motion detector to open the trunk, I have to sometimes do it more than once . I do believe I have to learn to slide my foot in the right way.",0.0
789,Mercedes-Benz,C-Class,3,Seats,D,The customer service rep fixed it to my position and showed me how to work it. It doesnâ€™t seem to do it once I got home. I canâ€™t seem to figure it out myself.,0.0
790,Mercedes-Benz,C-Class,3,Interior,D,Itâ€™s not very easy to reach in and get what you need.,-0.3092
791,Mercedes-Benz,GLE,1,Exterior,D,More than once I exited the vehicle to see if head lights were on I have considered replacing with brighter bulbs but concerned about warranty issues.,0.2023
792,Mercedes-Benz,GLS,7,Seats,D,Must lift side pedal to adjust seat not manual like Tesla,-0.2755
793,Mercedes-Benz,GLS,7,Seats,D,,0.0
794,Mercedes-Benz,GLS,7,Seats,D,Manual to move and not comfortable head rest,-0.4023
795,Mercedes-Benz,GLS,7,Seats,D,Too manual process to move second row Takes several tries to get second row to move,0.0
796,Mercedes-Benz,GLS,7,Seats,D,Stains easy,0.4404
797,Mercedes-Benz,GLS,7,"Heating, Ventilation, and Air Conditioning (HVAC)",D,Takes long to defrost,0.0
798,Mercedes-Benz,GLS,7,Engine/Transmission,D,When you make a shift change after car parked it is sensitive if you do not press the  brake hard enough . Sometimes take additional shifts to get the car in right shift,-0.1027
799,Mercedes-Benz,GLC,1,Exterior,M,Space too small,0.0
800,Mercedes-Benz,C-Class,1,Features/Controls/Displays (FCD),D,Indicates when there is not obstruction.,0.0
801,Mercedes-Benz,GLE,1,"Heating, Ventilation, and Air Conditioning (HVAC)",D,hot air rises into face of driver,0.0
802,Mercedes-Benz,C-Class,1,Audio/Communication/Entertainment/Navigation (ACEN),D,,0.0
803,Mercedes-Benz,GLS,1,Audio/Communication/Entertainment/Navigation (ACEN),D,"When the salesman was demonstrating how the voice command works for both the navigation and the phone, he couldn't get it to call anyone in my contacts and he couldn't get it to understand an address.  We gave up and I haven't used it since.  He suggested we try at another dealership since where we bought the vehicle is not close to our home.  I haven't taken the time to do that yet.",0.0
804,Mercedes-Benz,E-Class,1,Audio/Communication/Entertainment/Navigation (ACEN),D,": When I conference another caller from my phone while on the cars Bluetooth, you then can't hear me, or I can't hear the other caller, typically one or the other.  It doesn't happen every time, but has happened at least 3 or 4 times.",0.0
805,Mercedes-Benz,GLE,4,Exterior,M,Doesn't always respond to remote.,0.0
806,Mercedes-Benz,GLE,4,Features/Controls/Displays (FCD),D,,0.0
807,Mercedes-Benz,GLE,4,Features/Controls/Displays (FCD),D,,0.0
808,Mercedes-Benz,GLE,4,Features/Controls/Displays (FCD),D,,0.0
809,Mercedes-Benz,CLA,1,Driving Experience,U,The economy mode is active every time you start car,0.4019
810,Mercedes-Benz,E-Class,1,Audio/Communication/Entertainment/Navigation (ACEN),D,"Sometimes won't connect at all.  Has trouble finding, or choosing a phone when multiple paired phones are in the vehicle at the same time. Sometimes will not connect when trying to make a call.",-0.4019
811,Mercedes-Benz,S-Class,6,Exterior,M,"Multiple small scratches front,driver side of door.",0.0
812,Mercedes-Benz,S-Class,6,Features/Controls/Displays (FCD),D,Night vision is manually operative. Every time need to press control to turn on in dark. Expensive system but poor operating system,-0.5647
813,Mercedes-Benz,S-Class,6,Features/Controls/Displays (FCD),D,"I was told that collision avoidance system, alert driver if sense any object but system did not recognize ,alert driver driver.",0.2023
814,Mercedes-Benz,S-Class,6,Audio/Communication/Entertainment/Navigation (ACEN),D,"USB located in box, can not use easily when box closed",-0.2584
815,Mercedes-Benz,S-Class,6,Audio/Communication/Entertainment/Navigation (ACEN),D,"Phone call drop, Handless call pick up and drop",-0.4939
816,Mercedes-Benz,S-Class,6,Interior,M,"Noticed rear passenger door side panel had a large scratch when i brought car home after delivery. Called dealership.Disappointed that car over $ 100,000  not prefect on delivery.Mercedes say Best or nothing",0.6369
817,Mercedes-Benz,GLC,1,Interior,M,Wood trim is warped a bit,0.0
818,Mercedes-Benz,S-Class,5,Audio/Communication/Entertainment/Navigation (ACEN),D,"There have been times when I have had to cancel my the command to dial phone numbers. This has happened when the number is interpreted incorrectly. I find myself needing to speak slower to make sure I'm heard correctly. In most instances that will work, so maybe I am the problem and not the system.",-0.2732
819,Mercedes-Benz,S-Class,5,Seats,M,"The lumbar seat is embracing me as I make turns, but it is accompanied by loud clicking noises  as the turns are made.",0.0
820,Mercedes-Benz,S-Class,5,Seats,D,The bottom area of the doors  appears to attract scuff marks if shoes make any contact getting in or out of the car.,0.3612
821,Mercedes-Benz,S-Class,5,Interior,D,"The floor mats in the front will not stay in place.  It appears that they 'ride' up near the accelerator on the driver's side, ride up on the passenger side as well. This requires a constant adjusting of mats the moment you get into the car whether you are the diver or a passenger in the front.",0.2732
822,Mercedes-Benz,S-Class,5,Interior,D,The material on the sun visors soils easily.,0.34
823,Mercedes-Benz,E-Class,2,Features/Controls/Displays (FCD),D,"This is located on the left side of the steering wheel.  In my other cars, it used to be in place the gear is for the Mercedes.  I end up changing he gear rather than turning on the wipers.  This takes some getting used to.",0.0
824,Mercedes-Benz,E-Class,2,Features/Controls/Displays (FCD),D,It is a small stick below the cruise controls.  Cannot see when it is on.,0.0
825,Mercedes-Benz,AMG GT,3,Exterior,M,: The trunk is supposed to be able to be opened by moving your foot near the back of the car.  This feature does not work reliably or I have not been trained properly on how to do it.,0.0
826,Mercedes-Benz,AMG GT,3,Seats,M,This issue is the subject of an open recall on the car.  The dealer says the parts are not available to fix it.,0.0
827,Mercedes-Benz,AMG GT,3,Engine/Transmission,U,"The 'add oil' light came on.  I had the dealership add oil, now the 'too much oil' light is coming on.  After talking to the dealer, they keep telling me to ignore it.",-0.3612
828,Mercedes-Benz,CLA,1,Audio/Communication/Entertainment/Navigation (ACEN),D, : Problem with samsung S7 connecting with the car in android radio car with what's app,-0.4019
829,Mercedes-Benz,C-Class,4,Features/Controls/Displays (FCD),M,using finger to lock doesn't work most of time,0.0
830,Mercedes-Benz,C-Class,4,Audio/Communication/Entertainment/Navigation (ACEN),D,doesn't find station on sirius or names for calling on phone,0.0
