,Make,Series,Total_Problems,Mode,Verbatim,Score
550,BMW,3 Series,3,,"I like the rear doors to automatically open when i exit the car so I can get my purse from the back seat. you can't program this option. it opens when you get IN the car, not OUT.",0.3612
551,BMW,3 Series,3,,"innacurate, difficult to re set and re route...won't automatically do this...",-0.3612
552,BMW,5 Series,3,,"1. Opening trunk with leg under bumper does not work for me after repeated attempts.  2. When opening trunk with key fob the trunk does not elevate to a full upright position, merely to a half opening, difficult to lead groceries
WBA5A5C58GD528750,D528750,WBA5A5C5GD,2279766Y,BMW,5 Series,BMW 5 Series 4dr Sdn,2015-08-18,F10,02.04 Dingolfing,N20,AUT,SCHWARZ 2,LZ EXCLUSIVLEDER NAPPA,LZ SCHWARZ EXKLUSIVNAHT,01CA; 01CB; 01CC; 01CD; 0258; 02TB; 02V4; 02VB; 0302; 0316; 0319; 0322; 0337; 03AG; 03DZ; 0403; 0423; 0430; 0431; 0456; 0465; 0488; 0494; 04MR; 04NE; 04U2; 04UR; 0508; 0524; 0534; 0575; 05A1; 05DS; 0609; 0610; 0645; 0655; 0688; 0697; 06AC; 06AE; 06AK; 06AM; 06AP; 06NP; 06WA; 0710; 0715; 0760; 0775; 0823; 0840; 0845; 0850; 0853; 0876; 08KL; 08S4; 08SM; 08TN; 0925; 09AA,3,EXT16",-0.3612
553,BMW,X6,2,M,,0.0
554,BMW,X6,2,D,,0.0
555,BMW,4 Series,1,D,"The second month of having my new car the brakes started making screeching noises. I took it to BMW in Valencia,NULL,5000,Yes,Entirely
WBA3T3C58G5A41891,5A41891,WBA3T3C5G5,2411583X,BMW,4 Series,BMW 4 Series 2dr Cnv,2015-11-13,F33,06.01 Regensburg,N55,AUT,MINERALGRAU METALLIC,LC LEDER DAKOTA,OM OYSTER/ AKZENT OYSTER DUNKEL,01CA; 01CB; 021C; 0248; 0258; 02NH; 02TB; 02VB; 02VF; 02VL; 0302; 0319; 0322; 0337; 0387; 03AG; 03DZ; 0423; 0430; 0431; 0465; 0481; 0488; 0493; 0494; 04FU; 04NE; 04NH; 0502; 0508; 0521; 0522; 0524; 0534; 0544; 0563; 0575; 05DS; 0609; 0610; 0645; 0655; 0688; 0697; 06AC; 06AE; 06AK; 06AM; 06AP; 06NS; 06WA; 0710; 0715; 0760; 0823; 0840; 0842; 0845; 0853; 08KL; 08S4; 08TN; 0925; 0992; 0993; 09AA,1,EXT28,Exterior,EXT28: Paint Imperfection,M,,NULL,No,,5
WBA7F2C5XGG418290,G418290,WBA7F2C5GG,25356543,BMW,7 Series,BMW 7 Series 4dr Sdn,2015-11-13,G12,02.04 Dingolfing,N63R,AUT,SINGAPUR GRAU METALLIC,NA EXCL.LED.NAP.ERW.,RI COGNAC,01CA; 01CB; 01MA; 0212; 021H; 0248; 0255; 0258; 02TB; 02VB; 02VH; 02VS; 0302; 0319; 0322; 0323; 0337; 03AG; 03DS; 03DZ; 0407; 0416; 0441; 0453; 0456; 0465; 04HA; 04LM; 04NB; 04ND; 04T7; 04U1; 04UR; 0552; 05A1; 05AC; 05AP; 05AT; 05DL; 05DP; 05DS; 0609; 0610; 0645; 0650; 0655; 06AC; 06AE; 06AK; 06AM; 06AN; 06AP; 06F1; 06NW; 06U8; 06WB; 06WD; 0715; 0760; 0775; 0823; 0840; 0842; 0845; 0850; 0853; 08KL; 08S4; 08SM; 08TN; 0925; 09AA,1,FCD51,Features/Controls/Displays ,FCD51: Heated Steering Wheel - Does Not Get Hot Fast Enough/Maintain Temperature,D,Barely gets warm",0.2263
556,BMW,X6,1,M,the tpm would not calibrate to measure tire psi,0.0
557,BMW,X3,1,D,HAVEN'T TAKEN X3 BACK TO DEALER YET DUE TO OUR NOT BE ABLE TO MAKE IT WORK.NOT A PROBLEM JUST NOT ABLE TO GET BACK TO DEALER TO RECEIVE A WALK THRU WITH THERE REP.,-0.4019
558,BMW,3 Series,3,,: The kick feature to open hatch doesn't always work...if your foot is not in the EXACT place it doesn't operate...it is incredibly frustrating...not a useful feature,0.4902
559,BMW,3 Series,3,,The nAV system defaults to searching for radio stations when I need driving directions sometimes,0.0
560,BMW,3 Series,3,,,0.0
561,BMW,4 Series,1,M,It took me a few times to realize how to operate the fuel door.,0.0
562,BMW,X5,5,M,: the bow roof rack and ski bracket both broke the very first time i used it. ski rack jammed with my skis in it and when taking off the rack the key lock didn't allow key to enter the hole.,-0.5371
563,BMW,X5,5,D,,0.0
564,BMW,X5,5,M,: after ending a phone call it often disconnects my BMW connect with spotify. i the have to restart the whole process of BMW connect and restart spotify. also in spotify listening to my playlist through  BMW connect it docent stay sued on the playlist I'm on. so if i want to find another song i have to start over in spotify.,0.1477
565,BMW,X5,5,D,,0.0
566,BMW,X5,5,U,: third row seatbelt clip broke,-0.4215
567,BMW,X1,2,M,,0.0
568,BMW,X1,2,U,,0.0
569,BMW,X3,4,M,,0.0
570,BMW,X3,4,D,questions above cover the specifics - the brakes  squeak for first couple miles if car parked for any length of time and it rains.,0.0
571,BMW,X3,4,D,"the map will appear to contain correct route/left/right direction, but the voice will tell me to go right or left when i should be turning in the other direction.  also
5UXWX9C56G0D74111,0D74111,5UXWX9C5G0,2544909A,BMW,X3,BMW X3 4dr SUV,2015-08-28,F25,75.10 Spartanburg,N20,AUT,BLACK SAPPHIRE METALLIC,LU LEDER NEVADA,D3 D3 SATTELBRAUN,01CA; 01CC; 01CD; 0205; 0216; 0248; 0249; 0255; 0258; 02A1; 02VB; 0302; 0316; 0319; 0322; 03AG; 03AT; 0402; 0420; 0423; 0430; 0431; 0459; 0465; 0488; 0493; 0494; 0496; 04FW; 04NE; 04NG; 04U2; 0502; 0508; 0521; 0522; 0524; 0534; 0563; 05A1; 05AG; 05AT; 05DL; 0609; 0610; 0645; 0655; 0688; 0697; 06AC; 06AE; 06AK; 06AM; 06AP; 06NP; 0823; 0845; 0853; 0876; 08KL; 08S4; 08SL; 08SM; 08TH; 08TN; 0927; 0992; 09AA,4,EXT23",0.0
572,BMW,4 Series,1,D,It is inside the central console which makes it very diff to use. Out of sight - Out of mind,0.0
573,BMW,3 Series,4,D,Dirty day after cleaned thoroughly,-0.4404
574,BMW,3 Series,4,D,,0.0
575,BMW,3 Series,4,M,"Didn't work, took for service and was told fuse blew",0.0
576,BMW,3 Series,4,D,,0.0
577,BMW,X5,4,D,The fact that the position of turn signal handle remains the same  regardless it's on and off is NOT conventional way of turn signal operation. It is awkward for turning it off that you need to actually turn it to the opposite direction seems like to turn signal on to the other direction which I subconsciously do not want to.,0.1724
578,BMW,X5,4,D,Simply too small.,0.0
579,BMW,X5,4,D,"It's hard to see because it's behind the steeling wheel and the button is a little too small to see. Also, the Auto Start/Stop switch interferes with the Start button
5UXKR0C50G0S85944,0S85944,5UXKR0C5G0,2546719I,BMW,X5,BMW X5 4dr SUV,2016-01-13,F15,75.10 Spartanburg,N55,AUT,SPACEGRAU METALLIC,LC LEDER DAKOTA,FY CANBERRABEIGE,01CA; 0212; 0245; 0255; 0258; 02H7; 02VB; 0302; 0319; 0346; 03AA; 03AG; 0402; 0420; 0423; 0430; 0441; 0459; 0488; 0493; 0494; 04AC; 04NC; 04NE; 04UB; 0508; 0522; 0524; 0534; 0563; 0575; 05A1; 05DL; 0609; 0610; 0645; 0676; 0693; 0697; 06AC; 06AE; 06AK; 06AM; 06AP; 06NP; 0823; 0845; 0853; 08KL; 08S4; 08SL; 08SM; 08TN; 0992; 09AA,4,FCD06",-0.1027
580,BMW,4 Series,4,D,Brakes squeak when braking.,0.0
581,BMW,4 Series,4,D,With my other BMW that had the collision avoidance system I could set it to automatically come on a low speeds to alert me to front obstacles.  I have not found a way to set this on this car and have to manually push the parking assist button.,-0.7717
582,BMW,4 Series,4,M,Rattle that I cannot find when turning corners.,0.0
583,BMW,4 Series,4,D,General rough shifting during driving.,0.0
584,BMW,2 Series,1,M,Subwoofer occasionally does not work,0.0
585,BMW,X3,5,M,: There were a couple times when the start engine button didn't work and a notice appeared something about remote key not working.,0.0
586,BMW,X3,5,D,The real time traffic info seems inaccurate when comparing to my mobile phone's GPS. I rely more on my mobile phone's GPS rather than the car's navigation system. : Live traffic info is inaccurate,0.0
587,BMW,5 Series,2,M,,0.0
588,BMW,5 Series,2,D,,0.0
589,BMW,5 Series,2,M,,0.0
590,BMW,5 Series,2,D,,0.0
591,BMW,4 Series,9,,,0.0
592,BMW,4 Series,9,,,0.0
593,BMW,4 Series,9,,,0.0
594,BMW,4 Series,9,,,0.0
595,BMW,4 Series,9,,,0.0
596,BMW,4 Series,9,,,0.0
597,BMW,4 Series,9,,,0.0
598,BMW,4 Series,9,,,0.0
599,BMW,4 Series,9,,,0.0
600,BMW,4 Series,2,M,,0.0
601,BMW,4 Series,2,D,: A/C seems to take a very long time to cool the car and it isn't even warm outside yet.,0.1615
602,BMW,7 Series,5,M,Warning that collision system is not working and all of the above mentioned problems are part of the radar front end collision system,-0.8442
603,BMW,7 Series,5,M,Part of the radar system that says it isn't working,0.0
604,BMW,7 Series,5,M,part of the radar system and it says not to depend on it,0.0
605,BMW,7 Series,5,D,The radar system is not working so the system doesn't work either,0.0
606,BMW,7 Series,5,M,"Sometimes when I turn the car off it goes into the accessory mode
WMWXU3C54G2B66726,2B66726,WMWXU3C5G2,2362653T,MINI,Cooper,MINI Cooper 4dr Hbk,2015-07-01,F55,77.29 Oxford,B46M,AUT,ELECTRIC BLUE II METALLIC,T9 LEDER LOUNGE,GK SATELLITE GREY,01CA; 0205; 0249; 0255; 0258; 02GY; 02VB; 02VG; 0313; 0322; 0325; 0327; 0382; 03AG; 0402; 0423; 0430; 0431; 0450; 0473; 0481; 0493; 0494; 04C0; 04C3; 04DC; 04NE; 04V9; 04VA; 0507; 0521; 0534; 0544; 0550; 0563; 05A1; 05A2; 0609; 0645; 0655; 0674; 0697; 06NE; 06NM; 06NT; 06UH; 0785; 07L5; 0823; 0842; 0845; 0850; 0853; 08KL; 08SM; 08TN; 0925; 0927; 0992; 09AA,2,FCD28",0.0
607,BMW,7 Series,1,D,,0.0
608,BMW,5 Series,1,D,,0.0
609,BMW,X1,4,D,Dealer provided guidance on giving verbal commands.,0.34
610,BMW,X1,4,D,The seat does not get as warm as some other heated seats.  Slow to warm and not as warm as an Audi A3.,-0.4585
611,BMW,X1,4," Abnormal Noises""",M,0.0
612,BMW,7 Series,4,D,: screen button easy accessed when opening or closing door. Headlight control hit when getting into or out of car. The remote expensive fob control is a pain in the ass,-0.5994
613,BMW,7 Series,4,D,: screen button easy accessed when opening or closing door. Headlight control hit when getting into or out of car. The remote expensive fob control is a pain in the ass,-0.5994
614,BMW,7 Series,4,D,not enough contrast,0.0
615,BMW,7 Series,4,D,: hand commands difficult to use,0.1779
616,BMW,X3,5,D,going very close to the object..  no warning signs before nearing the objects,-0.5574
617,BMW,X3,5,D,,0.0
618,BMW,X3,5,D,,0.0
619,BMW,X3,5,D,,0.0
620,BMW,X3,5,D,,0.0
621,BMW,3 Series,1,D,,0.0
622,BMW,X5,1,D,"The eyeglass storage compartment in the center north of the rear view mirror is difficult to open,NULL,2185,No,
5UXKR0C59G0P30844,0P30844,5UXKR0C5G0,24100254,BMW,X5,BMW X5 4dr SUV,2015-11-21,F15,75.10 Spartanburg,N55,AUT,MINERALWEISS METALLIC,LC LEDER DAKOTA,MY MOKKA,01CA; 0212; 0245; 0248; 0255; 0258; 02H7; 02VB; 0302; 0319; 0322; 0328; 0346; 03AA; 03AG; 0402; 0420; 0423; 0430; 0441; 0459; 0488; 0493; 0494; 0496; 04AC; 04NB; 04NE; 0502; 0508; 0522; 0524; 0563; 0575; 05A1; 0609; 0645; 0655; 0676; 0697; 06AC; 06AE; 06AK; 06AM; 06AP; 06NP; 0823; 0845; 0853; 08KL; 08S4; 08SL; 08SM; 08TN; 0992; 09AA,2,EXT37",-0.3612
623,BMW,X5,2,D,,0.0
624,BMW,X3,6, AEN01, AEN06,0.0
625,BMW,X3,6, AEN01, AEN06,0.0
626,BMW,X3,6, AEN01, AEN06,0.0
627,BMW,4 Series,2,D,,0.0
628,BMW,4 Series,2,D,,0.0
629,BMW,X6,2,M,,0.0
630,BMW,X6,2,D,,0.0
631,BMW,5 Series,2,D,,0.0
632,BMW,5 Series,2,D,,0.0
633,BMW,X5,2,D,,0.0
634,BMW,X5,2,D,,0.0
635,BMW,4 Series,3,,Pre-set radio stations will cut in and out for no reason,-0.5106
636,BMW,4 Series,3,,It won't go to the phone book but rather to a voice recognition screen,0.0
637,BMW,4 Series,3,,My phone stopped pairing with the vehicle out of the blue,-0.2263
638,BMW,7 Series,1,M,,0.0
639,BMW,2 Series,9,,,0.0
640,BMW,2 Series,9,,,0.0
641,BMW,2 Series,9,,,0.0
642,BMW,2 Series,9,,,0.0
643,BMW,2 Series,9,,,0.0
644,BMW,2 Series,9,,,0.0
645,BMW,2 Series,9,,,0.0
646,BMW,2 Series,9,,,0.0
647,BMW,2 Series,9,,,0.0
648,BMW,7 Series,2,D,,0.0
649,BMW,7 Series,2,D,,0.0
650,BMW,7 Series,1,M,: Channel selection gets stuck about 60% of the time and cannot change satellite radio station.,-0.25
651,BMW,X4,2,D,,0.0
652,BMW,X4,2,M,,0.0
653,BMW,X4,1,D,Car sometimes shifts roughly when going about 0 - 15 mph.,0.0
654,BMW,4 Series,4,D,the red leather gets dirty easily from clothing.  Is not resistant to color.,-0.128
655,BMW,4 Series,4,D,the location is bad and it sits right under the climate controls which is awkward.,-0.6249
656,BMW,4 Series,4,M,the seating material has an unpleasant odor and since it is throughout the car it has not yet diminished in 3 months.,-0.4767
657,BMW,4 Series,4,D,when reversing there is an abrupt shift : when putting vehicle in gear to reverse there is a thud or an abrupt noise,0.0
658,BMW,2 Series,1,D,"Squeal at very low speed,NULL,13200,No,
WBA8E5G53GNT41051,NT41051,WBA8E5G5GN,2404184B,BMW,3 Series,BMW 3 Series 4dr Sdn,2015-09-14,F30,70.01 Rosslyn,N20,AUT,SCHWARZ 2,KC SENSATEC 1,SW SCHWARZ,01CA; 01CB; 0205; 0216; 0258; 02L3; 02VB; 0302; 0403; 0423; 0494; 0497; 04CG; 04NE; 0521; 0534; 0544; 0563; 0575; 05DS; 0645; 0676; 0693; 0697; 06AC; 06AE; 06NH; 0823; 0842; 0845; 0853; 08KL; 08TN; 0925; 0992; 0993; 09AA,2,HVAC11",-0.3384
659,BMW,3 Series,2,D,,0.0
660,BMW,2 Series,1,D,,0.0
661,BMW,X3,1,D,"This is the worst navigation system of any built-in car system. Does anyone at BMW ever rent a competitor's car to see what their navi systems are all like? Frankly they're all mediocre,NULL,,No,
5UXKT0C55G0F75116,0F75116,5UXKT0C5G0,2409591C,BMW,X5,BMW X5 Plug-In Hybrid 4dr SUV,2015-10-07,F15,75.10 Spartanburg,<keine Angabe>,AUT,MINERALWEISS METALLIC,LC LEDER DAKOTA,B8 TERRA,01CA; 0212; 0245; 0255; 0258; 02H7; 02VB; 02VM; 0302; 0319; 0322; 0346; 03AA; 03AG; 0402; 0420; 0423; 0430; 0441; 0456; 0488; 0493; 0494; 04AC; 04NB; 04NE; 04U9; 0508; 0522; 0524; 0563; 0575; 05A1; 05AG; 05AS; 05DL; 0609; 0610; 0645; 0655; 0676; 0697; 06AC; 06AE; 06AG; 06AK; 06AM; 06NP; 07AQ; 0823; 0845; 0853; 08BK; 08KL; 08S4; 08SL; 08SM; 08TH; 08TN; 0992; 09AA,1,HVAC07,Heating",-0.3818
662,BMW,X5,1,M,": Once,NULL, and re-starting, the error disappeared and the car functioned normally/properly.",-0.5574
663,BMW,X5,1,U,Wheels are very susceptible to scratches due to low profile of tires.  Three days of my four wheels scratched.,-0.2732
664,BMW,7 Series,2,M,,0.0
665,BMW,7 Series,2,D,,0.0
666,BMW,X1,2,D,,0.0
667,BMW,4 Series,2,M,,0.0
668,BMW,3 Series,5,M,Brake squeaks at first drive of the day especially during cold weather.  Dealer service says it is normal?!!!,0.0
669,BMW,3 Series,5,D,need to adjust side view mirrors constantly after backing up or reversing the car. It adjusts automatically when backing up but could not position itself the approximate positon of the car.,0.0258
670,BMW,3 Series,5,D,Verbal commands confuse navigation with radio/entertainment commands.,-0.2263
671,BMW,3 Series,5,D,,0.0
672,BMW,3 Series,5," and Air Conditioning (HVAC)""",HVAC07: Fan/Blower Excessive Noise,0.0
673,BMW,3 Series,1,,,0.0
674,BMW,X1,8,,,0.0
675,BMW,X1,8,,,0.0
676,BMW,X1,8,,,0.0
677,BMW,X1,8,,,0.0
678,BMW,X1,8,,,0.0
679,BMW,X1,8,,,0.0
680,BMW,X1,8,,,0.0
681,BMW,X1,8,,,0.0
682,BMW,2 Series,1,D,,0.0
683,BMW,X4,4,M,"It actually opens too low at times. I'm not certain if there are sensors that are keeping the tailgate from lifting because I am standing too close to it but on many occasions, it has stopped opening about a quarter way. I believe this problem to be most prevalent when using my foot  to open the tailgate.",-0.8174
684,BMW,X4,4,D,"I am use to just looking up at my rear view mirror to see my direction of travel. In my opinion, a compass should be constantly visible in a vehicle. I don't like that I have to often press my instrument display option button just to see the compass. This should be of default and could have remained installed in the rear view mirror as a simple letter display (N
5UXXW3C59G0R19333,0R19333,5UXXW3C5G0,2412671X,BMW,X4,BMW X4 4dr SUV,2015-07-10,F26,75.10 Spartanburg,N20,AUT,MELBOURNEROT METALLIC,LU LEDER NEVADA,SW SCHWARZ,01CA; 01CC; 01CD; 0225; 0248; 0249; 0258; 02TB; 02V1; 02VB; 0302; 0319; 0322; 0337; 03AG; 03DZ; 0403; 0420; 0423; 0430; 0431; 0459; 0481; 0488; 0493; 0494; 0496; 04FU; 04NE; 04NG; 04U2; 0502; 0508; 0521; 0522; 0524; 0534; 0544; 0563; 05A1; 0609; 0610; 0645; 0655; 0688; 0697; 06AC; 06AE; 06AK; 06AM; 06AP; 06NP; 0710; 0715; 0760; 0775; 0823; 0840; 0845; 0853; 0876; 08KL; 08S4; 08SL; 08SM; 08TN; 0927; 0992; 09AA,4,EXT16",-0.2755
685,BMW,X6,6, AEN11, HVAC02,0.0
686,BMW,X6,6, AEN11, HVAC02,0.0
687,BMW,X6,6,,,0.0
688,BMW,X6,6, AEN04, AEN06,0.0
689,BMW,2 Series,7,,,0.0
690,BMW,2 Series,7,,,0.0
691,BMW,2 Series,7,,,0.0
692,BMW,2 Series,7,,,0.0
693,BMW,2 Series,7,,,0.0
694,BMW,2 Series,7,,,0.0
695,BMW,2 Series,1,M,,0.0
696,BMW,3 Series,1,M,,0.0
697,BMW,X4,1,M,,0.0
698,BMW,X4,3,,,0.0
699,BMW,X4,3,,,0.0
700,BMW,X4,3,,,0.0
701,BMW,5 Series,1,D,Difficult to understand what the electric control does to the lumbar support.  Doesn't seem to be easy or intuitive.,0.4767
702,BMW,5 Series,1,D,,0.0
703,BMW,7 Series,1,D,,0.0
704,BMW,X1,1,D,"The brakes were very squeaky when I first received the car.  I contacted the dealership about it and they said that there may be dust interfering with the brakes and the problem would solve itself,NULL,2000,Yes,Entirely
WBXHT3C35GP886970,P886970,WBXHT3C3GP,2407386H,BMW,X1,BMW X1 4dr SUV,2015-11-13,F48,06.01 Regensburg,B46O,AUT,MINERALGRAU METALLIC,KC SENSATEC 1,FY CANBERRABEIGE,01AG; 01CA; 0205; 0249; 0255; 0258; 028B; 02VB; 02VG; 0302; 0316; 03AG; 03AT; 03L8; 0420; 0423; 0428; 0459; 0473; 0493; 04LR; 04NE; 0508; 0534; 0544; 0575; 05DP; 0645; 0650; 0674; 0693; 0697; 06AC; 06AE; 0704; 0775; 07HW; 0823; 0842; 0845; 0850; 0853; 08KL; 08S4; 08SL; 08SM; 08TN; 0925; 0992; 09AA,3,FCD24",-0.2263
705,BMW,X1,3,,: 1.  Exterior driver mirror unable to adjust to suit driver. 2.  Door panel rim has broken and fallen off.,-0.6808
706,BMW,X1,3,,: 1.  Exterior driver mirror unable to adjust to suit driver. 2.  Door panel rim has broken and fallen off.,-0.6808
707,BMW,2 Series,9,,,0.0
708,BMW,2 Series,9,,,0.0
709,BMW,2 Series,9,,,0.0
710,BMW,2 Series,9,,,0.0
711,BMW,2 Series,9,,,0.0
712,BMW,2 Series,9,,,0.0
713,BMW,2 Series,9,,,0.0
714,BMW,2 Series,9,,,0.0
715,BMW,2 Series,9,,,0.0
716,BMW,3 Series,4,D,,0.0
717,BMW,3 Series,4,D,Presets seem to change. I'm having difficulty learning to smoothly navigate the system,-0.34
718,BMW,3 Series,4,D,"Hard to figure out, change screens
WBA8A3C53GK688564,K688564,WBA8A3C5GK,2404170W,BMW,3 Series,BMW 3 Series 4dr Sdn,2015-09-28,F30,01.01 M�nchen,N20,AUT,SCHWARZ 2,KC SENSATEC 1,SW SCHWARZ,01CA; 01CB; 0205; 0216; 0258; 02L3; 02VB; 0302; 03AG; 0403; 0423; 0459; 0494; 0497; 04CG; 04NE; 0508; 0521; 0534; 0544; 0563; 0575; 05DS; 0609; 0645; 0676; 0693; 0697; 06AC; 06AE; 06AK; 06AM; 06AP; 06NH; 06WA; 0823; 0842; 0845; 0853; 08KL; 08TN; 0925; 0992; 0993; 09AA,4,FCD04",-0.1027
719,BMW,X3,1,M,Just not a tight fit,-0.2755
720,BMW,X3,8,,,0.0
721,BMW,X3,8,,,0.0
722,BMW,X3,8,,,0.0
723,BMW,X3,8,,,0.0
724,BMW,X3,8,,,0.0
725,BMW,X3,8,,,0.0
726,BMW,X3,8,,,0.0
727,BMW,X3,8,,,0.0
728,BMW,X1,6, SEAT21, INT23,0.0
729,BMW,X1,6, SEAT21, INT23,0.0
730,BMW,X1,6, SEAT21, INT23,0.0
731,BMW,X3,1,D,While driving on the interstate at freeway speeds there is excessive noise that makes it necessary to turn the radio volume loud to clearly hear the music or listen to talk.,0.4404
732,BMW,X5,8,,,0.0
733,BMW,X5,8,,,0.0
734,BMW,X5,8,,,0.0
735,BMW,X5,8,,,0.0
736,BMW,X5,8,,,0.0
737,BMW,X5,8,,,0.0
738,BMW,X5,8,,,0.0
739,BMW,X5,8,,,0.0
740,BMW,X3,2,D,,0.0
741,BMW,X3,2,D,,0.0
742,BMW,X6,1,M,"The center console has two doors,NULL,2220,No,
WBA1J7C50GV359358,V359358,WBA1J7C5GV,2284718L,BMW,2 Series,BMW 2 Series 2dr Cpe,2015-07-29,F22,29.11 Leipzig,N55,AUT,ESTORILBLAU 2 METALLIC,LC LEDER DAKOTA,OM OYSTER/ AKZENT OYSTER DUNKEL,01CA; 01CB; 0249; 0258; 02NH; 02TB; 02TR; 02VB; 02VF; 02VL; 0302; 0319; 0322; 03AG; 03DZ; 0403; 0423; 0430; 0431; 0441; 0459; 0481; 0488; 0493; 04AE; 04FT; 04NE; 0508; 0521; 0522; 0524; 0534; 0544; 0563; 05DC; 05DS; 0609; 0645; 0655; 0674; 0697; 06AC; 06AE; 06AK; 06AM; 06AP; 06NH; 06WA; 0710; 0715; 0760; 0775; 0823; 0842; 0845; 0853; 08KL; 08S4; 08TN; 0925; 0992; 0993; 09AA,3,EXT29",0.0
743,BMW,2 Series,3,,,0.0
744,BMW,2 Series,3,,,0.0
745,BMW,X4,1,U,Passenger restraint system was malfunctioning.,0.0
746,BMW,3 Series,7,,,0.0
747,BMW,3 Series,7,,,0.0
748,BMW,3 Series,7,,,0.0
749,BMW,3 Series,7,,,0.0
750,BMW,3 Series,7,,,0.0
751,BMW,3 Series,7,,,0.0
752,BMW,3 Series,7,,,0.0
753,BMW,X1,3,,,0.0
754,BMW,X1,3,,,0.0
755,BMW,X1,3,,It is hard to put a McDonalds regular sized cup into the cup holder without having the straw scratch above.,-0.1027
756,BMW,X1,8,,,0.0
757,BMW,X1,8, HVAC04, HVAC06,0.0
758,BMW,X1,8,,,0.0
759,BMW,X1,8,,,0.0
760,BMW,2 Series,2,D,,0.0
761,BMW,2 Series,2,D,,0.0
762,BMW,2 Series,2,D,,0.0
763,BMW,2 Series,2,D,,0.0
764,BMW,4 Series,2,D,,0.0
765,BMW,4 Series,2,D,,0.0
766,BMW,4 Series,2,M,,0.0
767,BMW,4 Series,2,M,,0.0
768,BMW,X1,1,D,"The steering is not as tight as our 335I; otherwise,NULL,2000,No,
WBXHT3C32GP880611,P880611,WBXHT3C3GP,22809976,BMW,X1,BMW X1 4dr SUV,2015-08-18,F48,06.01 Regensburg,B46O,AUT,SCHWARZ 2,KC SENSATEC 1,SW SCHWARZ,01AG; 0205; 0249; 0255; 0258; 028A; 02VB; 02VG; 0302; 0313; 0316; 0319; 0322; 03AG; 03AT; 03L8; 0402; 0420; 0423; 0430; 0431; 0459; 0473; 0488; 0493; 04LU; 04NE; 0508; 0534; 0544; 0563; 0575; 05A4; 05AS; 05DP; 0645; 0650; 0655; 0676; 0697; 06AC; 06AE; 06AK; 06AM; 06AP; 06UN; 0704; 0775; 07HW; 0823; 0842; 0845; 0850; 0853; 08KL; 08S4; 08SL; 08SM; 08TN; 0925; 0927; 0992; 0999; 09AA,5,DEXP19",0.0
769,BMW,X1,5,M,Started malfunctioning after an unrelated repair.,0.0
770,BMW,X1,5,D,"Neither I
WBXHT3C32GP880611,P880611,WBXHT3C3GP,22809976,BMW,X1,BMW X1 4dr SUV,2015-08-18,F48,06.01 Regensburg,B46O,AUT,SCHWARZ 2,KC SENSATEC 1,SW SCHWARZ,01AG; 0205; 0249; 0255; 0258; 028A; 02VB; 02VG; 0302; 0313; 0316; 0319; 0322; 03AG; 03AT; 03L8; 0402; 0420; 0423; 0430; 0431; 0459; 0473; 0488; 0493; 04LU; 04NE; 0508; 0534; 0544; 0563; 0575; 05A4; 05AS; 05DP; 0645; 0650; 0655; 0676; 0697; 06AC; 06AE; 06AK; 06AM; 06AP; 06UN; 0704; 0775; 07HW; 0823; 0842; 0845; 0850; 0853; 08KL; 08S4; 08SL; 08SM; 08TN; 0925; 0927; 0992; 0999; 09AA,5,DEXP19",0.0
771,BMW,X1,5,D,As checked above. Very clumsy to reach in and find something. The shape of the top part does not allow storage for normal items.,0.1275
772,BMW,2 Series,1,D,,0.0
773,BMW,3 Series,1,D,I'm having problems opening it all of the way.,-0.4019
774,BMW,X5,1,,the heated seats on the passenger side stopped working. Had to brink it in for a new modular,-0.2263
775,BMW,X6,1,M,,0.0
776,BMW,X1,4,D,"Very difficult to open rear hatch with foot. It works for me maybe 1 out of 5 times, at best.",0.3415
777,BMW,X1,4,D,Directions given are not the most direct route. Sometimes it sends me in a very roundabout way.,0.0
778,BMW,X1,4,D,Difficult to put it back in place,-0.3612
779,BMW,X1,4,D,Shiny black material on dashboard and doors always looks dusty and collects fingerprints too easily.,0.34
780,BMW,3 Series,1,D,I took it back to the dealer and they stated it failed some test and had radio is effected.  They had to order a whole new radio from Germany.  Still waiting to receive it.,-0.5106
781,BMW,X3,2,M,,0.0
782,BMW,X3,2,M,,0.0
783,BMW,X6,1,D,"Although the ventilated seat switch is on,NULL,4500,No,
5UXXW3C52G0R19500,0R19500,5UXXW3C5G0,2285580Y,BMW,X4,BMW X4 4dr SUV,2015-07-21,F26,75.10 Spartanburg,N20,AUT,SCHWARZ 2,LU LEDER NEVADA,SW SCHWARZ,01CA; 01CC; 01CD; 0248; 0249; 0258; 02D8; 02TB; 02VB; 0302; 0319; 0322; 03AG; 0403; 0420; 0423; 0430; 0431; 0459; 0488; 0493; 0494; 0496; 04FU; 04NE; 04NG; 04U2; 0502; 0508; 0521; 0522; 0524; 0534; 0544; 0563; 05A1; 0609; 0645; 0655; 0676; 0697; 06AC; 06AE; 06AK; 06AM; 06AP; 06NP; 0823; 0845; 0853; 0876; 08KL; 08S4; 08SL; 08SM; 08TN; 0927; 0992; 09AA,3,EXT18",0.0
784,BMW,X4,3,,Just stopped working all together - I have scheduled a service appointment for this but won't happen until after I've submitted this,-0.1154
785,BMW,X4,3,,There is a rubber grommet that keeps the lid in place and it keeps popping off thus making it rattle,0.0
