iqs_verbatim_2015.vin,iqs_verbatim_2015.id,iqs_verbatim_2015.make,iqs_verbatim_2015.series,iqs_verbatim_2015.model_and_type,iqs_verbatim_2015.model_code,iqs_verbatim_2015.motor,iqs_verbatim_2015.getriebe,iqs_verbatim_2015.werk,iqs_verbatim_2015.produktion,iqs_verbatim_2015.lackfarbe,iqs_verbatim_2015.polster_code,iqs_verbatim_2015.sas,iqs_verbatim_2015.total_problems,iqs_verbatim_2015.problems_indicated,iqs_verbatim_2015.category,iqs_verbatim_2015.problem,iqs_verbatim_2015.defect_malfunction,iqs_verbatim_2015.verbatim,iqs_verbatim_2015.mileage,iqs_verbatim_2015.took_to_dealer,iqs_verbatim_2015.resolved,iqs_verbatim_2015.severity
f66d5fda510fb939b50e01952b096f3b,B6994BAN,BMW,X4,BMW X4 4dr SUV,F26,N55,AUT,Spartanburg,11/7/14,416,LUNF,01CA;01CC;01CD;0225;0248;0249;0258;02TB;02V1;02VB;0302;0319;0322;0337;03AG;03DZ;0403;0420;0423;0430;0431;0459;0481;0488;0493;0494;0496;04FU;04NE;04NG;04U2;0502;0508;0521;0522;0524;0534;0544;0563;05A1;0609;0610;0645;0655;0688;0697;06AC;06AE;06AK;06AM;06AN;06AP;06NH;0710;0715;0760;0775;0823;0840;0845;0853;0876;08KL;08S4;08SL;08SM;08TN;0927;0992;09AA,9,EXT28; AEN07; AEN10; SEAT24; INT03; INT04; INT08; INT09; INT22,Seats,SEAT24: Seat Material Imperfection,M,The stitching is very uneven and looks poorly done for a luxury vehicle. The inconsistencies in stitching throughout the vehicle are very evident and discouraging. (Copied from INT97): Scratches; mis-aligned stitching on my seats; and visible grease marks abound inside this brand new X4. Quality control was non-existent on this vehicle.,3389.00,No,,3
f66d5fda510fb939b50e01952b096f3b,B6994BAN,BMW,X4,BMW X4 4dr SUV,F26,N55,AUT,Spartanburg,11/7/14,416,LUNF,01CA;01CC;01CD;0225;0248;0249;0258;02TB;02V1;02VB;0302;0319;0322;0337;03AG;03DZ;0403;0420;0423;0430;0431;0459;0481;0488;0493;0494;0496;04FU;04NE;04NG;04U2;0502;0508;0521;0522;0524;0534;0544;0563;05A1;0609;0610;0645;0655;0688;0697;06AC;06AE;06AK;06AM;06AN;06AP;06NH;0710;0715;0760;0775;0823;0840;0845;0853;0876;08KL;08S4;08SL;08SM;08TN;0927;0992;09AA,9,EXT28; AEN07; AEN10; SEAT24; INT03; INT04; INT08; INT09; INT22,Interior,INT03: Instrument Panel/Dashboard - Broken/Damaged,M,The glossy black panel around the headlamp switch was severely scratched and looked as if it were very; very abused. The piece was replaced with a new part from Germany (which took several weeks to get) and was installed and scratched again!,3389.00,Yes,Not at all,5
f66d5fda510fb939b50e01952b096f3b,B6994BAN,BMW,X4,BMW X4 4dr SUV,F26,N55,AUT,Spartanburg,11/7/14,416,LUNF,01CA;01CC;01CD;0225;0248;0249;0258;02TB;02V1;02VB;0302;0319;0322;0337;03AG;03DZ;0403;0420;0423;0430;0431;0459;0481;0488;0493;0494;0496;04FU;04NE;04NG;04U2;0502;0508;0521;0522;0524;0534;0544;0563;05A1;0609;0610;0645;0655;0688;0697;06AC;06AE;06AK;06AM;06AN;06AP;06NH;0710;0715;0760;0775;0823;0840;0845;0853;0876;08KL;08S4;08SL;08SM;08TN;0927;0992;09AA,9,EXT28; AEN07; AEN10; SEAT24; INT03; INT04; INT08; INT09; INT22,Interior,INT04: Door Panels - Squeak/Rattle/Other Noise,M,The door creaks quite a bit when cold and will sometimes go away after the vehicle warms up.,3389.00,Yes,Not at all,2
f66d5fda510fb939b50e01952b096f3b,B6994BAN,BMW,X4,BMW X4 4dr SUV,F26,N55,AUT,Spartanburg,11/7/14,416,LUNF,01CA;01CC;01CD;0225;0248;0249;0258;02TB;02V1;02VB;0302;0319;0322;0337;03AG;03DZ;0403;0420;0423;0430;0431;0459;0481;0488;0493;0494;0496;04FU;04NE;04NG;04U2;0502;0508;0521;0522;0524;0534;0544;0563;05A1;0609;0610;0645;0655;0688;0697;06AC;06AE;06AK;06AM;06AN;06AP;06NH;0710;0715;0760;0775;0823;0840;0845;0853;0876;08KL;08S4;08SL;08SM;08TN;0927;0992;09AA,9,EXT28; AEN07; AEN10; SEAT24; INT03; INT04; INT08; INT09; INT22,Interior,INT08: Headliner - Gap/Misaligned,M,The headliner does not match up with the B-pillar plastic causing rattles and cracking sounds which have been 'adjusted' but not fixed. Every day; the car makes cracking sounds because of the misalignment.,3389,Yes,Not at all,5
f66d5fda510fb939b50e01952b096f3b,B6994BAN,BMW,X4,BMW X4 4dr SUV,F26,N55,AUT,Spartanburg,11/7/14,416,LUNF,01CA;01CC;01CD;0225;0248;0249;0258;02TB;02V1;02VB;0302;0319;0322;0337;03AG;03DZ;0403;0420;0423;0430;0431;0459;0481;0488;0493;0494;0496;04FU;04NE;04NG;04U2;0502;0508;0521;0522;0524;0534;0544;0563;05A1;0609;0610;0645;0655;0688;0697;06AC;06AE;06AK;06AM;06AN;06AP;06NH;0710;0715;0760;0775;0823;0840;0845;0853;0876;08KL;08S4;08SL;08SM;08TN;0927;0992;09AA,9,EXT28; AEN07; AEN10; SEAT24; INT03; INT04; INT08; INT09; INT22,Interior,INT09: Headliner - Damaged,M,There were greasy handprints on both A-pillars; where you could literally see the outlines of fingers and someone's fingerprints (in fine detail) staining that area. The A-pillar covers were replaced and now look different than the original set.,3389,Yes,Partially,5
f66d5fda510fb939b50e01952b096f3b,B6994BAN,BMW,X4,BMW X4 4dr SUV,F26,N55,AUT,Spartanburg,11/7/14,416,LUNF,01CA;01CC;01CD;0225;0248;0249;0258;02TB;02V1;02VB;0302;0319;0322;0337;03AG;03DZ;0403;0420;0423;0430;0431;0459;0481;0488;0493;0494;0496;04FU;04NE;04NG;04U2;0502;0508;0521;0522;0524;0534;0544;0563;05A1;0609;0610;0645;0655;0688;0697;06AC;06AE;06AK;06AM;06AN;06AP;06NH;0710;0715;0760;0775;0823;0840;0845;0853;0876;08KL;08S4;08SL;08SM;08TN;0927;0992;09AA,9,EXT28; AEN07; AEN10; SEAT24; INT03; INT04; INT08; INT09; INT22,Interior,INT22: Center Console - Broken/Damaged,M,The woodgrain center console was scratched so badly at delivery that the BMW NA offered to replace it for me. The dealership did not feel that would be a good idea as rattles could occur later. As such; I will live with a damaged center console for the duration of the time I have this vehicle.,3389,Yes,Partially,5
686522861cbc8dc6e3f0f992504c0ccd,B8B82872,BMW,X4,BMW X4 4dr SUV,F26,N55,AUT,Spartanburg,11/13/14,475,LUSW,01CA;01CC;01CD;0225;0249;0258;02TB;02V2;02VB;0302;0319;0322;0337;03AG;03DZ;0403;0420;0423;0430;0431;0459;0481;0488;0493;0494;04FW;04NE;04NG;04U2;0508;0521;0522;0524;0534;0544;0563;05A1;05AG;05AS;05DL;0609;0645;0655;0688;0697;06AC;06AE;06AK;06AM;06AP;06NH;0710;0715;0760;0775;0823;0840;0845;0853;0876;08KL;08S4;08SL;08SM;08TH;08TN;0992;09AA,1,AEN07,Audio/Communication/Entertainment/Navigation (ACEN),AEN07: Built-in Bluetooth Mobile Phone/Device Frequent Pairing/Connectivity Issues,D,Sometimes I have to click back and forth from radio to media a few times in order to get my phone to connect.,4200,No,,1
bfb08f4342a3d12b338cb3456ada50dc,B69944AJ,BMW,X4,BMW X4 4dr SUV,F26,N55,AUT,Spartanburg,11/15/14,A83,LUSW,01CA;01CC;01CD;0225;0249;0258;02TB;02VB;02VX;0302;0319;0322;0337;03AG;03DZ;0403;0420;0423;0430;0431;0459;0481;0488;0493;0494;04FU;04NE;04NG;04U2;0508;0521;0522;0524;0534;0544;0563;05A1;0609;0610;0645;0655;0688;0697;06AC;06AE;06AK;06AM;06AP;06NS;0710;0715;0760;0775;0823;0840;0845;0853;0876;08KL;08S4;08SL;08SM;08TN;0992;09AA,2,AEN02; INT23,Audio/Communication/Entertainment/Navigation (ACEN),AEN02: Speakers - Broken/NW Properly,M,There was a loud popping noise at higher volumes; using radio or bluetooth phone calls,4000,Yes,Entirely,4
bfb08f4342a3d12b338cb3456ada50dc,B69944AJ,BMW,X4,BMW X4 4dr SUV,F26,N55,AUT,Spartanburg,11/15/14,A83,LUSW,01CA;01CC;01CD;0225;0249;0258;02TB;02VB;02VX;0302;0319;0322;0337;03AG;03DZ;0403;0420;0423;0430;0431;0459;0481;0488;0493;0494;04FU;04NE;04NG;04U2;0508;0521;0522;0524;0534;0544;0563;05A1;0609;0610;0645;0655;0688;0697;06AC;06AE;06AK;06AM;06AP;06NS;0710;0715;0760;0775;0823;0840;0845;0853;0876;08KL;08S4;08SL;08SM;08TN;0992;09AA,2,AEN02; INT23,Interior,INT23: Center Console Storage - DTU,D,The tray for the BMW connect which holds a cell phone is not removable; and since the iPhone 6 does not have a corresponding accessary to make the tray usable it is simply in the way and taking up space.,4000,No,,2
ae6a48499902e1770ad4cfc1dc60f0f1,B8B7844B,BMW,X4,BMW X4 4dr SUV,F26,N55,AUT,Spartanburg,11/21/14,475,LUSW,01CA;01CC;01CD;0223;0249;0258;02TB;02V1;02VB;0302;0319;0322;0337;03AG;03DZ;0403;0420;0423;0430;0431;0459;0481;0488;0493;0494;04FU;04NE;04NG;04U2;0508;0521;0534;0544;0552;0563;05A1;05AC;05AP;0609;0645;0655;0688;0697;06AC;06AE;06AK;06AM;06AP;06NH;0710;0715;0760;0775;0823;0840;0845;0853;0876;08KL;08S4;08SL;08SM;08TN;0927;0992;09AA,2,AEN06; SEAT01,Audio/Communication/Entertainment/Navigation (ACEN),AEN06: Built-in Voice Recognition Frequently Doesn't Recognize/Misinterprets Commands,D,,,No,,1
ae6a48499902e1770ad4cfc1dc60f0f1,B8B7844B,BMW,X4,BMW X4 4dr SUV,F26,N55,AUT,Spartanburg,11/21/14,475,LUSW,01CA;01CC;01CD;0223;0249;0258;02TB;02V1;02VB;0302;0319;0322;0337;03AG;03DZ;0403;0420;0423;0430;0431;0459;0481;0488;0493;0494;04FU;04NE;04NG;04U2;0508;0521;0534;0544;0552;0563;05A1;05AC;05AP;0609;0645;0655;0688;0697;06AC;06AE;06AK;06AM;06AP;06NH;0710;0715;0760;0775;0823;0840;0845;0853;0876;08KL;08S4;08SL;08SM;08TN;0927;0992;09AA,2,AEN06; SEAT01,Seats,SEAT01: Forward/Backward Adjustment - Broken/NW,M,There have been about three times when I attempted to adjust the passenger side seat and nothing would happen when I push the button. I am not sure why and it will even begin to work minutes later. This is not all the time. It has only happened those three times or so.,,No,,1
0832944421ecc54429389d67661e5d2a,B963292W,BMW,X4,BMW X4 4dr SUV,F26,N55,AUT,Spartanburg,12/3/14,416,LUSW,01CA;01CC;01CD;0225;0249;0258;02TB;02VB;02VX;0302;0319;0322;0337;03AG;03DZ;0403;0420;0423;0430;0431;0459;0481;0488;0493;0494;04AD;04NE;04NG;04U2;0508;0521;0522;0524;0534;0544;0563;05A1;05AG;05AS;05DL;0609;0610;0645;0655;0688;0697;06AC;06AE;06AK;06AM;06AP;06NH;0710;0715;0760;0775;0823;0840;0845;0853;0876;08KL;08S4;08SL;08SM;08TH;08TN;0992;09AA,3,DEXP09; INT34; ENGTRN19,Driving Experience,DEXP09: Foot Pedals - Too Close Together/Too Far Apart,D,,,No,,2
0832944421ecc54429389d67661e5d2a,B963292W,BMW,X4,BMW X4 4dr SUV,F26,N55,AUT,Spartanburg,12/3/14,416,LUSW,01CA;01CC;01CD;0225;0249;0258;02TB;02VB;02VX;0302;0319;0322;0337;03AG;03DZ;0403;0420;0423;0430;0431;0459;0481;0488;0493;0494;04AD;04NE;04NG;04U2;0508;0521;0522;0524;0534;0544;0563;05A1;05AG;05AS;05DL;0609;0610;0645;0655;0688;0697;06AC;06AE;06AK;06AM;06AP;06NH;0710;0715;0760;0775;0823;0840;0845;0853;0876;08KL;08S4;08SL;08SM;08TH;08TN;0992;09AA,3,DEXP09; INT34; ENGTRN19,Interior,INT34: Cup Holders - DTU,D,Cup holder is too far away; should be behind the gearshift instead of in front of it. Hard to reach.,,No,,1
0832944421ecc54429389d67661e5d2a,B963292W,BMW,X4,BMW X4 4dr SUV,F26,N55,AUT,Spartanburg,12/3/14,416,LUSW,01CA;01CC;01CD;0225;0249;0258;02TB;02VB;02VX;0302;0319;0322;0337;03AG;03DZ;0403;0420;0423;0430;0431;0459;0481;0488;0493;0494;04AD;04NE;04NG;04U2;0508;0521;0522;0524;0534;0544;0563;05A1;05AG;05AS;05DL;0609;0610;0645;0655;0688;0697;06AC;06AE;06AK;06AM;06AP;06NH;0710;0715;0760;0775;0823;0840;0845;0853;0876;08KL;08S4;08SL;08SM;08TH;08TN;0992;09AA,3,DEXP09; INT34; ENGTRN19,Engine/Transmission,ENGTRN19: Automatic Transmission - Gearshift Hard to Operate,D,It is just a poor design and different than most cars.,,No,,2
f7c20e7d35bf6fb67e666d8b3f6b8b87,B963A2BX,BMW,X4,BMW X4 4dr SUV,F26,N55,AUT,Spartanburg,12/5/14,475,LUSW,01CA;01CC;01CD;0223;0248;0249;0258;02TB;02VB;02VX;0302;0319;0322;0337;03AG;03DZ;0403;0420;0423;0430;0431;0459;0481;0488;0493;0494;0496;04FU;04NE;04NG;04U2;0502;0508;0521;0534;0544;0552;0563;05A1;05AC;05AP;0609;0610;0645;0655;0688;0697;06AC;06AE;06AK;06AM;06AP;06NH;0710;0715;0760;0775;0823;0840;0845;0853;0876;08KL;08S4;08SL;08SM;08TN;0992;09AA,1,DEXP20,Driving Experience,DEXP20: Tire Defects,M,MY RIGHT TIRE BEGAN TO DEFLATE AFTER I PUT SNOW TIRES ON. THE DEALER COULD NOT FIND ANY HOLES OR DEFECTS WITHT HE TIRES. I PUT MY SUMMER TIRES BACK ON.  I ALSO HAVE A PROBLEM WHERE THE CAR VIBRATES A LOT WITH THE SNOW TIRES ON AROUND 75 MPH. I TRIED TWO SETS OF SNOW TIRES AND THEY BOTH DID THE SAME THING.,5000,Yes,Not at all,4
50bc0cebeb5224f1e97e505821f8b992,B8B7742B,BMW,X4,BMW X4 4dr SUV,F26,N55,AUT,Spartanburg,12/8/14,475,LUSQ,01CA;01CC;01CD;0200;0248;0249;0258;02TB;02VB;0302;0319;0322;03AG;0403;0420;0423;0430;0431;0459;0488;0493;0494;0496;04L3;04NE;04NG;04U2;0502;0508;0521;0522;0524;0534;0544;0563;05A1;05AG;05AS;05DL;0609;0610;0645;0655;0688;0697;06AC;06AE;06AK;06AM;06AP;06NH;07HW;0823;0845;0853;0876;08KL;08S4;08SL;08SM;08TH;08TN;0927;0992;09AA,1,ENGTRN13,Engine/Transmission,ENGTRN13: Fluid Leaks,M,needed new seals. Dealer took care of immediatly,4000.00,Yes,Entirely,1
d12665b1cce4381c14de8bc6e56705f3,B9629583,BMW,X4,BMW X4 4dr SUV,F26,N55,AUT,Spartanburg,12/11/14,416,LUSW,01CA;01CC;01CD;0225;0249;0258;02TB;02VB;02VX;0302;0319;0322;0337;03AG;03DZ;0403;0420;0423;0430;0431;0459;0481;0488;0493;0494;04FU;04NE;04NG;04U2;0508;0521;0522;0524;0534;0544;0563;05A1;05DL;0609;0610;0645;0655;0688;0697;06AC;06AE;06AK;06AM;06AP;06NH;0710;0715;0760;0775;0823;0840;0845;0853;0876;08KL;08S4;08SL;08SM;08TN;0992;09AA,1,ENGTRN21,Engine/Transmission,ENGTRN21: Automatic Transmission - Hesitation/Shifts at Wrong Times,D,This car has the same engine as my last BMW so I expected the same.  This one has a few hiccups.,4800,No,,1
8d82cbe86dcae0ff52347d467b96054e,B8B7B3AB,BMW,X4,BMW X4 4dr SUV,F26,N55,AUT,Spartanburg,12/15/14,475,LUSQ,01CA;01CC;01CD;0200;0248;0249;0258;02TB;02VB;0302;0319;0322;03AG;0403;0420;0423;0430;0431;0459;0488;0493;0494;0496;04FW;04NE;04NG;04U2;0502;0508;0521;0522;0524;0534;0544;0563;05A1;0609;0610;0645;0655;0676;0697;06AC;06AE;06AK;06AM;06AP;06NH;07HW;0823;0845;0853;0876;08KL;08S4;08SL;08SM;08TN;0927;0992;09AA,4,EXT38; DEXP11; AEN06; AEN07,Exterior,EXT38: Excessive Wind Noise,M,Air noise worse than my 7 year old bmw 330,1900,No,,2
8d82cbe86dcae0ff52347d467b96054e,B8B7B3AB,BMW,X4,BMW X4 4dr SUV,F26,N55,AUT,Spartanburg,12/15/14,475,LUSQ,01CA;01CC;01CD;0200;0248;0249;0258;02TB;02VB;0302;0319;0322;03AG;0403;0420;0423;0430;0431;0459;0488;0493;0494;0496;04FW;04NE;04NG;04U2;0502;0508;0521;0522;0524;0534;0544;0563;05A1;0609;0610;0645;0655;0676;0697;06AC;06AE;06AK;06AM;06AP;06NH;07HW;0823;0845;0853;0876;08KL;08S4;08SL;08SM;08TN;0927;0992;09AA,4,EXT38; DEXP11; AEN06; AEN07,Driving Experience,DEXP11: Steering System/Wheel - Too Much Play/Loose,D,Prefer tighter steering.,1900,No,,3
8d82cbe86dcae0ff52347d467b96054e,B8B7B3AB,BMW,X4,BMW X4 4dr SUV,F26,N55,AUT,Spartanburg,12/15/14,475,LUSQ,01CA;01CC;01CD;0200;0248;0249;0258;02TB;02VB;0302;0319;0322;03AG;0403;0420;0423;0430;0431;0459;0488;0493;0494;0496;04FW;04NE;04NG;04U2;0502;0508;0521;0522;0524;0534;0544;0563;05A1;0609;0610;0645;0655;0676;0697;06AC;06AE;06AK;06AM;06AP;06NH;07HW;0823;0845;0853;0876;08KL;08S4;08SL;08SM;08TN;0927;0992;09AA,4,EXT38; DEXP11; AEN06; AEN07,Audio/Communication/Entertainment/Navigation (ACEN),AEN06: Built-in Voice Recognition Frequently Doesn't Recognize/Misinterprets Commands,D,Blackberry phone Bluetooth looses connection and reverts to pairing screen when turning corners or randomly,1900,Yes,Not at all,4
8d82cbe86dcae0ff52347d467b96054e,B8B7B3AB,BMW,X4,BMW X4 4dr SUV,F26,N55,AUT,Spartanburg,12/15/14,475,LUSQ,01CA;01CC;01CD;0200;0248;0249;0258;02TB;02VB;0302;0319;0322;03AG;0403;0420;0423;0430;0431;0459;0488;0493;0494;0496;04FW;04NE;04NG;04U2;0502;0508;0521;0522;0524;0534;0544;0563;05A1;0609;0610;0645;0655;0676;0697;06AC;06AE;06AK;06AM;06AP;06NH;07HW;0823;0845;0853;0876;08KL;08S4;08SL;08SM;08TN;0927;0992;09AA,4,EXT38; DEXP11; AEN06; AEN07,Audio/Communication/Entertainment/Navigation (ACEN),AEN07: Built-in Bluetooth Mobile Phone/Device Frequent Pairing/Connectivity Issues,D,Call is not dropped but neither pRty can hear seems goes to on hold and a Bluetooth pairing screen appears in menu on car screen,1900,Yes,Partially,5
add7238192c92279934d4ccd8cd137f3,B8B82B7Z,BMW,X4,BMW X4 4dr SUV,F26,N55,AUT,Spartanburg,12/18/14,475,LUB4,01CA;01CC;01CD;0223;0248;0249;0258;02TB;02V1;02VB;0302;0319;0322;0337;03AG;03DZ;0403;0420;0423;0430;0431;0459;0481;0488;0493;0494;0496;04FU;04NE;04NG;04U2;0502;0508;0521;0522;0524;0534;0544;0563;05A1;05AC;05AP;0609;0645;0655;0676;0697;06AC;06AE;06AK;06AM;06AP;06NH;0710;0715;0760;0775;0823;0840;0845;0853;0876;08KL;08S4;08SL;08SM;08TN;0927;0992;09AA,6,EXT39; FCD01; AEN02; AEN06; INT02; ENGTRN20,Exterior,EXT39: Excessive Road Noise,D,,,No,,3
add7238192c92279934d4ccd8cd137f3,B8B82B7Z,BMW,X4,BMW X4 4dr SUV,F26,N55,AUT,Spartanburg,12/18/14,475,LUB4,01CA;01CC;01CD;0223;0248;0249;0258;02TB;02V1;02VB;0302;0319;0322;0337;03AG;03DZ;0403;0420;0423;0430;0431;0459;0481;0488;0493;0494;0496;04FU;04NE;04NG;04U2;0502;0508;0521;0522;0524;0534;0544;0563;05A1;05AC;05AP;0609;0645;0655;0676;0697;06AC;06AE;06AK;06AM;06AP;06NH;0710;0715;0760;0775;0823;0840;0845;0853;0876;08KL;08S4;08SL;08SM;08TN;0927;0992;09AA,6,EXT39; FCD01; AEN02; AEN06; INT02; ENGTRN20,Features/Controls/Displays (FCD),FCD01: Front Windshield Wipers/Washers - Broken/NW,M,speed settings with a rain sensor don't work properly (in comparison with the previous BMW),,No,,4
add7238192c92279934d4ccd8cd137f3,B8B82B7Z,BMW,X4,BMW X4 4dr SUV,F26,N55,AUT,Spartanburg,12/18/14,475,LUB4,01CA;01CC;01CD;0223;0248;0249;0258;02TB;02V1;02VB;0302;0319;0322;0337;03AG;03DZ;0403;0420;0423;0430;0431;0459;0481;0488;0493;0494;0496;04FU;04NE;04NG;04U2;0502;0508;0521;0522;0524;0534;0544;0563;05A1;05AC;05AP;0609;0645;0655;0676;0697;06AC;06AE;06AK;06AM;06AP;06NH;0710;0715;0760;0775;0823;0840;0845;0853;0876;08KL;08S4;08SL;08SM;08TN;0927;0992;09AA,6,EXT39; FCD01; AEN02; AEN06; INT02; ENGTRN20,Audio/Communication/Entertainment/Navigation (ACEN),AEN02: Speakers - Broken/NW Properly,M,(Copied from HVAC97): noise,,No,,5
add7238192c92279934d4ccd8cd137f3,B8B82B7Z,BMW,X4,BMW X4 4dr SUV,F26,N55,AUT,Spartanburg,12/18/14,475,LUB4,01CA;01CC;01CD;0223;0248;0249;0258;02TB;02V1;02VB;0302;0319;0322;0337;03AG;03DZ;0403;0420;0423;0430;0431;0459;0481;0488;0493;0494;0496;04FU;04NE;04NG;04U2;0502;0508;0521;0522;0524;0534;0544;0563;05A1;05AC;05AP;0609;0645;0655;0676;0697;06AC;06AE;06AK;06AM;06AP;06NH;0710;0715;0760;0775;0823;0840;0845;0853;0876;08KL;08S4;08SL;08SM;08TN;0927;0992;09AA,6,EXT39; FCD01; AEN02; AEN06; INT02; ENGTRN20,Audio/Communication/Entertainment/Navigation (ACEN),AEN06: Built-in Voice Recognition Frequently Doesn't Recognize/Misinterprets Commands,D,,,No,,4
add7238192c92279934d4ccd8cd137f3,B8B82B7Z,BMW,X4,BMW X4 4dr SUV,F26,N55,AUT,Spartanburg,12/18/14,475,LUB4,01CA;01CC;01CD;0223;0248;0249;0258;02TB;02V1;02VB;0302;0319;0322;0337;03AG;03DZ;0403;0420;0423;0430;0431;0459;0481;0488;0493;0494;0496;04FU;04NE;04NG;04U2;0502;0508;0521;0522;0524;0534;0544;0563;05A1;05AC;05AP;0609;0645;0655;0676;0697;06AC;06AE;06AK;06AM;06AP;06NH;0710;0715;0760;0775;0823;0840;0845;0853;0876;08KL;08S4;08SL;08SM;08TN;0927;0992;09AA,6,EXT39; FCD01; AEN02; AEN06; INT02; ENGTRN20,Interior,INT02: Instrument Panel/Dashboard - Gap/Misaligned,M,dealer suggested to fix this gap during the first service,,No,,3
add7238192c92279934d4ccd8cd137f3,B8B82B7Z,BMW,X4,BMW X4 4dr SUV,F26,N55,AUT,Spartanburg,12/18/14,475,LUB4,01CA;01CC;01CD;0223;0248;0249;0258;02TB;02V1;02VB;0302;0319;0322;0337;03AG;03DZ;0403;0420;0423;0430;0431;0459;0481;0488;0493;0494;0496;04FU;04NE;04NG;04U2;0502;0508;0521;0522;0524;0534;0544;0563;05A1;05AC;05AP;0609;0645;0655;0676;0697;06AC;06AE;06AK;06AM;06AP;06NH;0710;0715;0760;0775;0823;0840;0845;0853;0876;08KL;08S4;08SL;08SM;08TN;0927;0992;09AA,6,EXT39; FCD01; AEN02; AEN06; INT02; ENGTRN20,Engine/Transmission,ENGTRN20: Automatic Transmission - Shifts Roughly,D,during the first gears,,No,,3
2a0ffcfc391ccd9035c19aa6f15ce1f5,B962634J,BMW,X4,BMW X4 4dr SUV,F26,N55,AUT,Spartanburg,1/10/15,A83,LUSW,01CA;01CA;01CC;01CC;01CD;01CD;0248;0248;0249;0249;0258;0258;02D8;02D8;02TB;02TB;02VB;02VB;0302;0302;0319;0319;0322;0322;03AG;03AG;0403;0403;0420;0420;0423;0423;0430;0430;0431;0431;0459;0459;0488;0488;0493;0493;0494;0494;0496;0496;04FV;04FV;04NE;04NE;04NG;04NG;04U2;04U2;0502;0502;0508;0508;0521;0521;0522;0522;0524;0524;0534;0534;0544;0544;0563;0563;05A1;05A1;05AC;05AC;05AP;05AP;0609;0609;0610;0610;0645;0645;0655;0655;0688;0688;0697;0697;06AC;06AC;06AE;06AE;06AK;06AK;06AM;06AM;06AP;06AP;06NS;06NS;0823;0823;0845;0845;0853;0853;0876;0876;08KL;08KL;08S4;08S4;08SL;08SL;08SM;08SM;08TN;08TN;0927;0927;0992;0992;09AA;09AA,1,EXT18,Exterior,EXT18: Trunk/Hatch/Tailgate - Handle/Latch/Release - Broken/NW,M,(Copied from EXT97): The kick-activated tail gate does not open all the way when using the kick function. It opens only part way and then must be pushed the rest of the way open by hand - it is difficult to push open. This problem occurs intermittently. The tailgate is set to open all the way and functions properly when using the key fob; internal button; and the button on the tailgate.,3280,No,,1
c23ee5c180c11bda7085848e2ee40b45,B9626227,BMW,X4,BMW X4 4dr SUV,F26,N55,AUT,Spartanburg,1/20/15,475,LUSW,01CA;01CC;01CD;0223;0249;0258;02TB;02VB;02VX;0302;0319;0322;0337;03AG;03DZ;0403;0420;0423;0430;0431;0459;0481;0488;0493;0494;04FU;04NE;04NG;04U2;0508;0521;0534;0552;0563;05A1;05AC;05AG;05AP;05AT;05DL;0609;0610;0645;0655;0688;0697;06AC;06AE;06AK;06AM;06AP;06NH;0710;0715;0760;0775;0823;0840;0845;0853;0876;08KL;08S4;08SL;08SM;08TH;08TN;0992;09AA,6,EXT19; AEN06; SEAT06; SEAT19; HVAC02; HVAC06,Exterior,EXT19: Trunk/Hatch/Tailgate - Handle/Latch/Release - DTO,D,(Copied from EXT97): the hatch opens by accident while having key in my pocket. I cannot close the hatch with my key fab. I have to do it manually.,546,No,,1
c23ee5c180c11bda7085848e2ee40b45,B9626227,BMW,X4,BMW X4 4dr SUV,F26,N55,AUT,Spartanburg,1/20/15,475,LUSW,01CA;01CC;01CD;0223;0249;0258;02TB;02VB;02VX;0302;0319;0322;0337;03AG;03DZ;0403;0420;0423;0430;0431;0459;0481;0488;0493;0494;04FU;04NE;04NG;04U2;0508;0521;0534;0552;0563;05A1;05AC;05AG;05AP;05AT;05DL;0609;0610;0645;0655;0688;0697;06AC;06AE;06AK;06AM;06AP;06NH;0710;0715;0760;0775;0823;0840;0845;0853;0876;08KL;08S4;08SL;08SM;08TH;08TN;0992;09AA,6,EXT19; AEN06; SEAT06; SEAT19; HVAC02; HVAC06,Audio/Communication/Entertainment/Navigation (ACEN),AEN06: Built-in Voice Recognition Frequently Doesn't Recognize/Misinterprets Commands,D,navigation misinterprets or don;t understand verbal commands or street names/numbers,546.00,No,,1
c23ee5c180c11bda7085848e2ee40b45,B9626227,BMW,X4,BMW X4 4dr SUV,F26,N55,AUT,Spartanburg,1/20/15,475,LUSW,01CA;01CC;01CD;0223;0249;0258;02TB;02VB;02VX;0302;0319;0322;0337;03AG;03DZ;0403;0420;0423;0430;0431;0459;0481;0488;0493;0494;04FU;04NE;04NG;04U2;0508;0521;0534;0552;0563;05A1;05AC;05AG;05AP;05AT;05DL;0609;0610;0645;0655;0688;0697;06AC;06AE;06AK;06AM;06AP;06NH;0710;0715;0760;0775;0823;0840;0845;0853;0876;08KL;08S4;08SL;08SM;08TH;08TN;0992;09AA,6,EXT19; AEN06; SEAT06; SEAT19; HVAC02; HVAC06,Seats,SEAT06: Lumbar Support Adjustment - Controls DTU/Poor Location,D,it is ackward to locate on side of the seat due to being too close to closed door.,546.00,No,,1
